animal_id,Pit,sex,age,date,svl,tail-length,body-mass,feeding
314,9.85121E+14,F,NA,05-Sep-18,22.5,29.0,350,moderate
358,9.85121E+14,F,NA,05-Sep-18,21.9,29.6,395,moderate
456,9.82E+14,F,NA,05-Sep-18,25.6,37.8,605,moderate
455,9.82E+14,F,NA,10-Jun-19,20.9,30.1,360,moderate
508,9.82126E+14,F,NA,10-Jun-19,21,29.4,345,moderate
529,9.82126E+14,F,NA,10-Jun-19,19.4,27.4,295,moderate
56,426359561F,F,NA,04-Jun-01,22.2,32.7,470,moderate
125,453F733154,F,NA,27-May-05,24.3,35.7,690,moderate
140,453461155F,F,NA,04-Jun-05,25,38.2,780,moderate
114,445D6F683C,F,NA,27-May-06,21.5,32.6,530,moderate
123,452E2F4370,F,NA,04-Jun-06,26,31.3,720,moderate
162,49183A5737,F,NA,27-May-07,23.0/23.0,33.3/33.0,460,moderate
5,413863612B,F,NA,02-Jun-07,24.6/25.1,38.6/38.5,770,moderate
187,4B1E097C4F,F,NA,24-May-08,23.2,29.7,440,moderate
187,4B1E097C4F,F,NA,30-May-09,22.6,30.3,540,moderate
253,4B17197D6E,F,NA,30-May-09,22.2,31.5,430,moderate
283,4B213A5D77,F,NA,21-May-10,24.6,30.9,670,moderate
284,4B1E74487D,F,NA,22-May-10,16.5,25.8,200,moderate
285,4A0E4D2732,F,NA,22-May-10,23.8,33.9,660,moderate
297,9.85121E+14,F,NA,27-May-10,18.5,28.1,240,moderate
299,9.85121E+14,F,NA,28-May-10,21,31.1,450,moderate
228,4B21157739,F,NA,17-May-12,21.9,34.1,550,moderate
359,4B1E22D58,F,NA,14-May-13,18.7,27.7,285,moderate
361,4B1E107959,F,NA,14-May-13,19.1,27.0,285,moderate
454,9.82E+14,F,NA,23-Apr-18,18.5,29.6,305,moderate
456,9.82E+14,F,NA,23-Apr-18,22.9,33.1,565,moderate
NA,9.82E+14,F,NA,05-Sep-18,22,30.4,435,moderate
369,4B0A02204A,F,NA,10-Jun-19,18.7,29.2,290,moderate
512,9.82126E+14,F,NA,10-Jun-19,22.4,31.5,405,moderate
519,9.82126E+14,F,NA,10-Jun-19,20.3,30.7,310,moderate
25,50201E057F,F,NA,04-Jun-01,33.7,19.2,1460,moderate
73,42642E0A6E,F,NA,29-May-02,30.8,47.1,1020,moderate
25,50201E057F,F,NA,28-May-01,32.2,43.5,1420,moderate
78,42621F151F,F,NA,29-May-02,32.2,48.0,1040,moderate
498,9.82E+14,F,NA,05-Sep-18,25.4,43.2,745,moderate
40,501D4F1C1A,NA,Juv,27-May-01,14.1,34.8,100,moderate
58,426410182C,NA,Juv,05-Jun-01,15,11.2,130,moderate
99,442471304F,NA,Juv,28-May-03,12.0/11.6,16.1,70,moderate
108,42637F461D,NA,Juv,29-May-03,14.7/15.3,14.6,120,moderate
110,442A774001,NA,Juv,29-May-03,11.2/11.2,10.1/14.9,60,moderate
111,44247F0D71,NA,Juv,29-May-03,11.5/11.5,14.8,75,moderate
113,4428645223,NA,Juv,29-May-03,14.0/14.0,22.6,120,moderate
110,442A774001,NA,Juv,27-May-05,14.2,18.4,130,moderate
216,4B21115615,NA,Juv,01-Jun-08,12.1,17.3,80,moderate
225,clipped #25,NA,Juv,01-Jun-08,9.6,22.3,25,moderate
1,41390A6F12,M,NA,13-Nov-98,12.9,22.7,100,moderate
2,41386B1B0A,M,NA,13-Nov-98,33.2,17.8,1500,moderate
6,4138713004,M,NA,13-Nov-98,22.6,15.9,550,moderate
7,413870671A,M,NA,13-Nov-98,27.9,20.6,810,moderate
9,41390B492B,M,NA,13-Nov-98,26.3,46.0,720,moderate
12,41387B5577,M,NA,13-Nov-98,23,32.1,755,moderate
14,41387EOE39,M,NA,13-Nov-98,15.3,40.4,180,moderate
15,413Q624A6D,M,NA,13-Nov-98,24.6,35.7,400,moderate
18,41386F7E45,M,NA,13-Nov-98,26.6,32.3,830,moderate
19,4138703010,M,NA,13-Nov-98,30.4,19.1,1190,moderate
20,413908611D,M,NA,20-May-99,30.1,18.3,900,moderate
21,4139064B50,M,NA,20-May-99,36.8,41.7,1800,moderate
22,4138756A7D,M,NA,20-May-99,36.2,44.6,1900,moderate
25,41386C7F15,M,NA,28-May-99,31.5,42.1,1250,moderate
27,502029074F,M,NA,23-May-00,29.1,49.2,840,moderate
28,501F7B1A34,M,NA,23-May-00,30.4,50.3,1050,moderate
29,501D5F3A5B,M,NA,30-May-00,33.5,45.5,1220,moderate
1,41390A6F12,M,NA,31-May-00,16.3,39.0,150,moderate
2,41386B1B0A,M,NA,28-May-01,34.7,42.3,1790,moderate
44,42652D465C,M,NA,28-May-01,26.3,45.0,590,moderate
75,4306020477,M,NA,29-May-02,27.6,22.4,780,moderate
3,42643B7555,M,NA,27-May-05,31.2,48.5,1080,moderate
57,501F683E32,M,NA,27-May-05,34.7,24.6/28.4,1440,moderate
68,42641B4311,M,NA,27-May-05,24.3,40.1,630,moderate
71,42635F6E4F,M,NA,27-May-05,37.2,28.7,1800,moderate
72,4264176E36,M,NA,27-May-05,30.1,37.2,1280,moderate
126,452F4C1235,M,NA,28-May-05,16.8,36.3,200,moderate
65,426373040B,M,NA,27-May-06,35.7,48.9,2000,moderate
71,42635F6E4F,M,NA,27-May-06,36.7,41.1,2550,moderate
72,4264176E36,M,NA,27-May-06,34.2,24.8,1680,moderate
92,442A0A5B7B,M,NA,27-May-06,32.2,48.8,1000,moderate
101,4427624047,M,NA,27-May-06,32.6,50.4,1410,moderate
124,4535452147,M,NA,27-May-06,31.8,45.1,1230,moderate
126,452F4C1235,M,NA,27-May-06,17.9,43.1,260,moderate
134,452E797545,M,NA,28-May-06,26.8,45.6,740,moderate
153.2,see notes,M,NA,04-Jun-06,33.8,45.6,1620,moderate
159,NA,M,NA,04-Jun-06,31.1,26.1,900,moderate
160,see notes,M,NA,04-Jun-06,32.6,38.7,1230,moderate
18,41386F7E45,M,NA,26-May-07,37.7/38.7,47.3,2410,moderate
65,426373040B,M,NA,27-May-07,36.8/36.1,41.5,2170,moderate
81,44140B373D,M,NA,27-May-07,30.1/29.9,41.1,1130,moderate
86,4425043433,M,NA,27-May-07,29.0/29.0,53.3/53.7,950,moderate
94,4424776217,M,NA,27-May-07,31.5/32.0,49.8/49.7,1260,moderate
143,44294B0665,M,NA,27-May-07,32.3/32.0,35.5/36.0,1290,moderate
148,452F2C3E1C,M,NA,27-May-07,29.1/29.5,39.2/38.7,1160,moderate
154,452E33010A,M,NA,27-May-07,36.5/36.4,36.6/36.6,1730,moderate
27,502029074F,M,NA,02-Jun-07,28.1/29.3,46.0/45.2,730,moderate
44,42652D465C,M,NA,02-Jun-07,28.6/29.3,42.3/42.0,920,moderate
84,442123276E,M,NA,02-Jun-07,34.6/34.6,51.0/49.9,1920,moderate
75,4306020477,M,NA,03-Jun-07,32/31.5,40.6/40.5,1300,moderate
34,501F6D020B,M,NA,24-May-08,30.8,30.3/30.7,1140,moderate
65,426373040B,M,NA,24-May-08,37.8,48.0/47.8,2240,moderate
66,43054C7027,M,NA,24-May-08,29.8,45.1/43.5,970,moderate
71,42635F6E4F,M,NA,24-May-08,40.2,43.3,2660,moderate
72,4264176E36,M,NA,24-May-08,38.2,48.7,2350,moderate
81,44140B373D,M,NA,24-May-08,29.7,44.2,1230,moderate
89,442A0F6D30,M,NA,24-May-08,34.5,51.7,1670,moderate
97,4425730508,M,NA,24-May-08,33.9,47.8,1310,moderate
119,4534096F08,M,NA,24-May-08,22.3,37.2,470,moderate
134,452E797545,M,NA,24-May-08,28,50.1,890,moderate
145,453F587730,M,NA,24-May-08,20.1,48.2,360,moderate
149,452F040049,M,NA,24-May-08,28.9,33.7,1040,moderate
186,490D653655,M,NA,24-May-08,21.7,40.8,450,moderate
83,442A4F4A5F,M,NA,01-Jun-08,28.2,30.2,940,moderate
85,4429685511,M,NA,01-Jun-08,32.2,40.7,1120,moderate
124,4535452147,M,NA,01-Jun-08,32,31.3,1320,moderate
141,453152475C,M,NA,01-Jun-08,29.6,40.5,950,moderate
143,44294B0665,M,NA,01-Jun-08,32.4,44.4,1580,moderate
73,42642E0A6E,M,NA,02-Jun-08,38,46.4,2070,moderate
232,4B1E124331,M,NA,02-Jun-08,20.4,41.2,380,moderate
234,4B1E085A76,M,NA,02-Jun-08,34,45.6,1750,moderate
34,501F6D020B,M,NA,23-May-09,30.1,51.1,1180,moderate
65,426373040B,M,NA,23-May-09,35.8,28.6,2030,moderate
148,452F2C3E1C,M,NA,23-May-09,29.4,46.5,1260,moderate
222,4B1D7F2658,M,NA,23-May-09,18.1,43.1,270,moderate
234,4B1E085A76,M,NA,23-May-09,33.7,50.1,1620,moderate
18,41386F7E45,M,NA,24-May-09,38.6,42.4,2490,moderate
63,4305751F2E,M,NA,30-May-09,28.7,26.9,900,moderate
138,452E2F4B36,M,NA,30-May-09,29.2,46.5,1040,moderate
116,452E750E4B,M,NA,01-Jun-09,32.6,53.5,1270,moderate
126,452F4C1235,M,NA,01-Jun-09,20.6,39.7,450,moderate
167,491A285B17,M,NA,01-Jun-09,21.2,40.5,470,moderate
208,4B21324021,M,NA,01-Jun-09,dead,46.5,dead,moderate
44,42652D465C,M,NA,19-May-10,29.2,31.2,1060,moderate
65,426373040B,M,NA,19-May-10,37.1,31.3,1880,moderate
72,4264176E36,M,NA,19-May-10,39,dead,2350,moderate
85,4429685511,M,NA,19-May-10,31.8,31.1,1150,moderate
112,442A6A5268,M,NA,19-May-10,30.3,50.3,1280,moderate
126,452F4C1235,M,NA,19-May-10,21.8,49.3,530,moderate
132,452F171D57,M,NA,19-May-10,36.8,44.1,2030,moderate
143,44294B0665,M,NA,19-May-10,33.4,41.3,1540,moderate
182,491B3D102F,M,NA,19-May-10,29.6,32.7,1020,moderate
189,4B1E047C00,M,NA,19-May-10,28.7,52.4,1170,moderate
209,4B21393847,M,NA,19-May-10,31.3,46.9,1210,moderate
240,4B210F3F5A,M,NA,19-May-10,25.8,14.0/25,650,moderate
273,9.85121E+14,M,NA,19-May-10,21.3,40.3,480,moderate
18,41386F7E45,M,NA,20-May-10,37.2,43.0,2320,moderate
86,4425043433,M,NA,20-May-10,dead,30.5,dead,moderate
71,42635F6E4F,M,NA,21-May-10,40.6,32.6,2860,moderate
73,42642E0A6E,M,NA,21-May-10,38,52.8,2030,moderate
89,442A0F6D30,M,NA,21-May-10,37.8,dead,2340,moderate
7,413870671A,M,NA,27-May-10,33.8,51.5,1360,moderate
45,50201F0266,M,NA,27-May-10,30.4,50.6,1220,moderate
84,442123276E,M,NA,27-May-10,36.4,52.7,1840,moderate
97,4425730508,M,NA,27-May-10,35,48.5,1330,moderate
148,452F2C3E1C,M,NA,27-May-10,29,40.9,1130,moderate
241,4B2112535F,M,NA,27-May-10,31.3,47.8,1000,moderate
252,4B22186F5D,M,NA,27-May-10,30.4,48.0,1090,moderate
32,501D5C3C06,M,NA,28-May-10,35.5,43.1,1470,moderate
32,501D5C3C06,M,NA,17-May-12,36,41.7,1480,moderate
44,42652D465C,M,NA,17-May-12,28.8,28.9/34.6,870,moderate
63,4305751F2E,M,NA,17-May-12,29.5,47.5,1090,moderate
65,426373040B,M,NA,17-May-12,35.6,48.0,1560,moderate
81,4B21483C53,M,NA,17-May-12,32.9,31.3,1410,moderate
95,442A19435C,M,NA,17-May-12,32,40.8,1330,moderate
117,452F586EOD,M,NA,17-May-12,26.2,49.1,730,moderate
119,4534096F08,M,NA,17-May-12,28.2,39.0,1240,moderate
177,49172D140F,M,NA,17-May-12,21,44.2,450,moderate
178,490E4C5D39,M,NA,17-May-12,22.5,37.6,500,moderate
186,490D653655,M,NA,17-May-12,30.8,42.3,1330,moderate
200,4B1D4D1A65,M,NA,17-May-12,31.9,30.7,1320,moderate
209,4B21393847,M,NA,17-May-12,32,32.4,1440,moderate
217,4B1E0F1D7D,M,NA,17-May-12,24.6,42.2,790,moderate
231,4B213A523C,M,NA,17-May-12,26,44.9,870,moderate
300,9.85121E+14,M,NA,17-May-12,24.8,45.6,840,moderate
132,452F171D57,M,NA,18-May-12,38.4,35.4,2635,moderate
155,4B21306A37,M,NA,18-May-12,28.8,39.8,980,moderate
167,491A285B17,M,NA,18-May-12,25.9,38.8,870,moderate
191,4B216A7125,M,NA,18-May-12,31.1,54.8,1040,moderate
301,9.85121E+14,M,NA,18-May-12,24,41.5,630,moderate
149,452F040049,M,NA,21-May-12,36.1,38.3,2010,moderate
72,4264176E36,M,NA,25-May-12,39.8,43.2,2070,moderate
89,442A0F6D30,M,NA,25-May-12,39.3,23.4/28.2,2460,moderate
126,452F4C1235,M,NA,25-May-12,24.5,48.8,600,moderate
112,442A6A5268,M,NA,13-May-13,30.2,48.4,1030,moderate
132,452F171D57,M,NA,13-May-13,38.5,53.3,2845,moderate
186,490D653655,M,NA,13-May-13,32,34.8,1645,moderate
246,4B1D67173D,M,NA,13-May-13,27,41.1,915,moderate
281,4A0E3F066F,M,NA,13-May-13,30.7,56.1,1075,moderate
304,9.85121E+14,M,NA,13-May-13,33,45.1,1335,moderate
310,9.85121E+14,M,NA,13-May-13,15.2,28.5,154,moderate
321,9.85121E+14,M,NA,13-May-13,21,44.3,425,moderate
45,50201F0266,M,NA,14-May-13,30.5,46.9,890,moderate
65,426373040B,M,NA,14-May-13,36.9,21.3,1405,moderate
85,4429685511,M,NA,14-May-13,31.5,32.2,985,moderate
138,452E2F4B36,M,NA,14-May-13,30.5,40.3,1105,moderate
148,452F2C3E1C,M,NA,14-May-13,30.5,49.3,980,moderate
271,9.85121E+14,M,NA,14-May-13,26.5,44.3,705,moderate
218,4B1E024F01,M,NA,16-May-13,22,40.5,635,moderate
248,4B004E146A,M,NA,16-May-13,30.1,42.8,1165,moderate
262,414F040C64,M,NA,16-May-13,19.5,35.8,355,moderate
145,453F587730,M,NA,17-May-13,26.2,31.6,725,moderate
160,490E512142,M,NA,17-May-13,34.2,41.1,1420,moderate
267,9.85121E+14,M,NA,17-May-13,22.5,28.6,525,moderate
287,9.85121E+14,M,NA,17-May-13,20,38.8,375,moderate
303,9.85121E+14,M,NA,17-May-13,29.4,46.8,1085,moderate
66,43054C7027,M,NA,21-May-13,29.2,30.9,785,moderate
219,4B1E03134E,M,NA,21-May-13,20.5,32.3,415,moderate
376,9.89001E+14,M,NA,21-May-13,24.9,41.7,640,moderate
383,9.89001E+14,M,NA,21-May-13,25,44.4,555,moderate
75,4306020477,M,NA,22-May-13,31.5,27.6,1200,moderate
155,4B21306A37,M,NA,22-May-13,30.7,36.1,1160,moderate
252,4B22186F5D,M,NA,22-May-13,30.1,35.4,965,moderate
32,501D5C3C06,M,NA,11-Apr-14,35.2,44.5,1330,moderate
84,442123276E,M,NA,11-Apr-14,34.7,42.9,1860,moderate
112,442A6A5268,M,NA,11-Apr-14,31.2,34.9,995,moderate
119,4534096F08,M,NA,11-Apr-14,35.6,48.2,1985,moderate
132,452F171D57,M,NA,11-Apr-14,40.1,48.0,3145,moderate
134,452E797545,M,NA,11-Apr-14,28.9,41.5,1265,moderate
148,452F2C3E1C,M,NA,11-Apr-14,30.4,48.1,935,moderate
210,4B1D793C3F,M,NA,11-Apr-14,27.4,55.0,865,moderate
218,4B1E024F01,M,NA,11-Apr-14,23.1,22.3/31,505,moderate
222,4B1D7F2658,M,NA,11-Apr-14,25.1,42.0,640,moderate
232,4B1E124331,M,NA,11-Apr-14,21.8,39.1,435,moderate
242,4B17400F10,M,NA,11-Apr-14,20.7,31.7,400,moderate
287,9.85121E+14,M,NA,11-Apr-14,23,35.5,450,moderate
310,9.85121E+14,M,NA,11-Apr-14,16.7,29.4,200,moderate
248,4B004E146A,M,NA,13-May-14,31.7,29.8,1300,moderate
34,501F6D020B,M,NA,21-May-14,31.3,33.9,1175,moderate
81,4B21483C53,M,NA,21-May-14,33.6,23.2,1600,moderate
126,452F4C1235,M,NA,21-May-14,26.3,41.2,860,moderate
44,42652D465C,M,NA,12-May-15,29.8,43.2,890,moderate
45,50201F0266,M,NA,12-May-15,30.2,38.3,880,moderate
81,4B21483C53,M,NA,12-May-15,32.7,36.8,1560,moderate
84,442123276E,M,NA,12-May-15,35.5,30.9,760,moderate
95,442A19435C,M,NA,12-May-15,32.6,41.3,1100,moderate
126,452F4C1235,M,NA,12-May-15,26.3,38.0,730,moderate
132,452F171D57,M,NA,12-May-15,41.6,48.2,2790,moderate
134,452E797545,M,NA,12-May-15,30,41.7,1080,moderate
138,452E2F4B36,M,NA,12-May-15,30.3,36.7,NA,moderate
222,4B1D7F2658,M,NA,12-May-15,25,56.4,770,moderate
268,9.85121E+14,M,NA,12-May-15,34.4,29.6,1290,moderate
281,4A0E3F066F,M,NA,12-May-15,30.5,41.4,1140,moderate
298,9.85121E+14,M,NA,12-May-15,29.6,37.0,1130,moderate
302,9.85121E+14,M,NA,12-May-15,31.8,47.6,1200,moderate
367,4B080A5557,M,NA,12-May-15,22.9,45.7,530,moderate
394,9.89001E+14,M,NA,12-May-15,28,35.7,1250,moderate
160,490E512142,M,NA,21-May-15,36,36.5,1450,moderate
195,4A74637907,M,NA,21-May-15,29,33.3,860,moderate
303,9.85121E+14,M,NA,21-May-15,31.7,43.4,1049,moderate
81,4B21483C53,M,NA,13-May-16,32.6,46.6,1640,moderate
119,4534096F08,M,NA,13-May-16,33.9,41.7,2100,moderate
134,452E797545,M,NA,13-May-16,28.3,41.2,1160,moderate
307,9.85121E+14,M,NA,13-May-16,dead,38.6,dead,moderate
312,9.85121E+14,M,NA,13-May-16,27.6,49.7,1010,moderate
316,9.85121E+14,M,NA,13-May-16,26,30.9,810,moderate
411,9.89001E+14,M,NA,13-May-16,26.8,NA,800,moderate
413,9.89001E+14,M,NA,13-May-16,15.3,31.1,330,moderate
33,426415303E,M,NA,22-May-16,27.9,34.4,884,moderate
160.2,490D624539,M,NA,22-May-16,34.3,37.1,1715,moderate
81,4B21483C53,M,NA,17-Jun-16,34.5,23.9,1510,moderate
84,442123276E,M,NA,17-Jun-16,37.4,42.3,1975,moderate
149,452F040049,M,NA,17-Jun-16,37.9,47.2,2430,moderate
262,414F040C64,M,NA,23-Apr-18,25.5,38.3,730,moderate
267,9.85121E+14,M,NA,23-Apr-18,23,47.9,585,moderate
227,4B1D48600B,M,NA,24-Apr-18,23.8,46.4,575,moderate
231,4B213A523C,M,NA,13-May-18,29.4,34.6,960,moderate
242,4B17400F10,M,NA,13-May-18,21.6,31.7,430,moderate
302,9.85121E+14,M,NA,13-May-18,32.3,33.7,1200,moderate
316,9.85121E+14,M,NA,13-May-18,29.8,41.7,1150,moderate
381,9.89001E+14,M,NA,21-May-18,25.5,31.0,700,moderate
217,4B1E0F1D7D,M,NA,05-Sep-18,25.3,36.9,720,moderate
218,4B1E024F01,M,NA,05-Sep-18,24,37.3,570,moderate
191,4B216A7125,M,NA,24-May-08,30.9,29.5,1080,moderate
85,4429685511,M,NA,31-May-09,32.3,34.9,1160,moderate
476,9.82E+14,M,NA,05-Sep-18,10.9,32.2,49,moderate
338,9.85121E+14,M,NA,21-May-12,10.8,42.5,70,moderate
486,9.82E+14,M,NA,05-Sep-18,10.3,43.3,40,moderate
441,9.82E+14,M,NA,17-Jun-16,10,17.5,38,moderate
395,9.89001E+14,M,NA,22-May-13,17.4,17.3,240,moderate
413,9.89001E+14,M,NA,11-Apr-14,12.4,15.3,78,moderate
177,49172D140F,M,NA,27-May-05,17.3/17.0,16.7,210,moderate
344,9.85121E+14,M,NA,25-May-12,11.8,25.3,80,moderate
128,4534377A08,M,NA,28-May-05,24.6,19.7,580,moderate
82,44272B3F2A,M,NA,21-May-03,32.6,25.4/25.2,1270,moderate
90,4424612C01,M,NA,21-May-03,26.4/26.5,19.0,700,moderate
130,452E651F7A,M,NA,04-Jun-05,20,34.0,360,moderate
176,490E536651,M,NA,27-May-07,17.3/17.1,43.8,210,moderate
520,9.82126E+14,M,NA,10-Jun-19,17.6,36.2,230,moderate
65,426373040B,M,NA,21-May-03,32.9,29.9,1460,moderate
43,501D536362,M,NA,27-May-01,25.6,24.1/23.5,680,moderate
43,501D536362,M,NA,21-May-03,25.4/25.0,26.2,730,moderate
119,4534096F08,M,NA,27-May-05,17.8,45.6,270,moderate
135,452F167351,M,NA,04-Jun-05,26.7,34.1,565,moderate
145,453F587730,M,NA,27-May-06,18,35.4,240,moderate
115,452F380F22,M,NA,04-Jun-06,25.3,27.6,780,moderate
201,4B215A091C,M,NA,24-May-08,28,37.5,850,moderate
310,9.85121E+14,M,NA,17-May-12,13.3,26.2,120,moderate
342,9.85121E+14,M,NA,25-May-12,13.4,34.0,100,moderate
89,442A0F6D30,M,NA,21-May-03,19.6/20.0,38.9,310,moderate
20,413908611D,M,NA,04-Jun-05,30.7,19.3,860,moderate
144,452E73780A,M,NA,27-May-06,32.6,20.2,1210,moderate
164,4917153A48,M,NA,27-May-07,31.0/29.5,29.1,1040,moderate
186,490D653655,M,NA,03-Jun-07,19.1/18.8,42.7,330,moderate
210,4B1D793C3F,M,NA,25-May-08,16.3,45.3,160,moderate
222,4B1D7F2658,M,NA,01-Jun-08,16,42.6/43.1,220,moderate
230,4B21341928,M,NA,02-Jun-08,15.6,28/27.8,170,moderate
258,4B21762953,M,NA,31-May-09,16.4,23.8,160,moderate
261,414E77250F,M,NA,01-Jun-09,13.8,25.2,120,moderate
385,9.89001E+14,M,NA,21-May-13,17.1,23.9,255,moderate
63,4305751F2E,M,NA,05-Jun-01,19.4,23.3,340,moderate
83,442A4F4A5F,M,NA,21-May-03,27.4/27.6,21.5,800,moderate
86,4425043433,M,NA,21-May-03,29.4/29.4,26.9,1070,moderate
42,42652C285A,M,NA,22-May-03,33.5,29.4,1420,moderate
73,42642E0A6E,M,NA,22-May-03,31.1,39.8,1100,moderate
91,4414371976,M,NA,22-May-03,24.1/24.6,38.4,570,moderate
43,501D536362,M,NA,04-Jun-05,26.7,47.8,580,moderate
131,452E701803,M,NA,04-Jun-05,28,45.3,750,moderate
143,44294B0665,M,NA,27-May-06,31.1,32.8,1300,moderate
157,NA,M,NA,04-Jun-06,25.1,33.8,550,moderate
178,490E4C5D39,M,NA,27-May-07,16.1/15.4,34.9,180,moderate
78,42621F151F,M,NA,02-Jun-07,31.6/31.5,44.5,1290,moderate
198,4B1E167340,M,NA,24-May-08,17.8,33.8,240,moderate
219,4B1E03134E,M,NA,01-Jun-08,17.1,23.5/23.6,230,moderate
143,44294B0665,M,NA,01-Apr-10,33,43.5/43.5,1790,moderate
355,4A0D7A4448,M,NA,14-May-13,14,25.8,129,moderate
378,9.89001E+14,M,NA,21-May-13,13.4,23.2,125,moderate
532,9.82126E+14,M,NA,10-Jun-19,17.1,46.5,215,moderate
1,41390A6F12,M,NA,29-May-02,21,21.8,350,moderate
104,4428190803,M,NA,29-May-03,28.8/28.6,20.9,920,moderate
116,452E750E4B,M,NA,27-May-05,33.7,26.0,1510,moderate
153,452E323A32,M,NA,28-May-06,18.5,28.6,330,moderate
160.2,490D624539,M,NA,27-May-07,20.3/19.6,40.5,390,moderate
212,4B1E1C7902,M,NA,26-May-08,20.4,46.2,370,moderate
218,4B1E024F01,M,NA,01-Jun-08,18.5,29.0,350,moderate
226,4B1D7E0E09,M,NA,01-Jun-08,15.9,29.7/29.1,230,moderate
227,4B1D48600B,M,NA,01-Jun-08,18,30.4,260,moderate
262,414F040C64,M,NA,01-Jun-09,16.1,27.7,170,moderate
325,9.85121E+14,M,NA,17-May-12,17.3,26.2,250,moderate
328,9.85121E+14,M,NA,18-May-12,19.1,26.3,310,moderate
340,9.85121E+14,M,NA,25-May-12,16.2,23.5,210,moderate
353,9.85121E+14,M,NA,13-May-13,14.1,26.2,124,moderate
401,9.89001E+14,M,NA,22-May-13,16.5,26.2,190,moderate
451,9.82E+14,M,NA,23-Apr-18,17.5,23.3,220,moderate
464,9.82E+14,M,NA,05-Sep-18,19,19.8,290,moderate
515,9.82126E+14,M,NA,10-Jun-19,21.1,23.9,315,moderate
522,9.82126E+14,M,NA,10-Jun-19,15.5,25.9,160,moderate
76,426375291C,M,NA,29-May-02,17.1,27.7,200,moderate
85,4429685511,M,NA,21-May-03,32.2,27.4,1180,moderate
85,4429685511,M,NA,27-May-05,33.3,23.4,1130,moderate
115,452F380F22,M,NA,27-May-05,25.6,22.5,720,moderate
132,452F171D57,M,NA,04-Jun-05,21.1,44.4,380,moderate
132,452F171D57,M,NA,27-May-06,24.1,44.6,670,moderate
151,452E7C6717,M,NA,27-May-06,30.3,33.0,1280,moderate
249,4A74622548,M,NA,26-May-09,16.1,32.5,190,moderate
287,9.85121E+14,M,NA,27-May-10,16.8,36.9,200,moderate
295,9.85121E+14,M,NA,27-May-10,16,44.2,170,moderate
318,9.85121E+14,M,NA,17-May-12,15.2,24.0,180,moderate
319,9.85121E+14,M,NA,17-May-12,20.5,26.1,470,moderate
326,9.85121E+14,M,NA,17-May-12,16.2,23.9,200,moderate
398,9.89001E+14,M,NA,22-May-13,24.4,22.8,515,moderate
155,see notes,M,NA,04-Jun-06,18.4,29.4,290,moderate
158,NA,M,NA,04-Jun-06,23.3,17.0,370,moderate
182,491B3D102F,M,NA,02-Jun-07,27.6/27.6,33.5,910,moderate
192,4B1E14380F,M,NA,24-May-08,19.3,27.0,280,moderate
217,4B1E0F1D7D,M,NA,01-Jun-08,24.4,34.5,710,moderate
210,4B1D793C3F,M,NA,23-May-09,16.9,22.3/23.1,200,moderate
242,4B17400F10,M,NA,23-May-09,16.1,24.8,190,moderate
178,490E4C5D39,M,NA,24-May-09,18.9,34.4,280,moderate
267,9.85121E+14,M,NA,19-May-10,21.1,24.3,450,moderate
289,9.85121E+14,M,NA,27-May-10,17.6,23.6,230,moderate
315,9.85121E+14,M,NA,17-May-12,16.7,27.2,190,moderate
367,4B080A5557,M,NA,16-May-13,21.2,30.1,435,moderate
403,9.89001E+14,M,NA,22-May-13,19,25.1,265,moderate
448,9.82E+14,M,NA,23-Apr-18,18.4,25.0,310,moderate
438,9.82E+14,M,NA,24-Apr-18,18.6,30.7,275,moderate
458,9.82E+14,M,NA,24-Apr-18,19.7,28.3,305,moderate
438,9.82E+14,M,NA,05-Sep-18,20.3,26.6,340,moderate
492,9.82E+14,M,NA,05-Sep-18,21.5,25.6,400,moderate
496,9.82E+14,M,NA,05-Sep-18,19.1,28.7,285,moderate
57,501F683E32,M,NA,21-May-03,35.2,26.4,1470,moderate
63,4305751F2E,M,NA,04-Jun-05,26.7,29.7,740,moderate
167,491A285B17,M,NA,27-May-07,18.5/17.8,27.5,280,moderate
213,4B21205260,M,NA,26-May-08,27.3,32.5/37.2-lower tip,970,moderate
117,452F586EOD,M,NA,23-May-09,21.4,36.9,500,moderate
265,4B08077022,M,NA,01-Apr-10,19.4,26.7/26.3,320,moderate
266,9.85121E+14,M,NA,19-May-10,18.9,41.2,290,moderate
271,9.85121E+14,M,NA,19-May-10,26.1,33.2,730,moderate
277,9.85121E+14,M,NA,20-May-10,21.5,27.6,410,moderate
309,9.85121E+14,M,NA,17-May-12,19.3,27.5,390,moderate
316,9.85121E+14,M,NA,17-May-12,19.6,34.8,420,moderate
363,4B20622B63,M,NA,14-May-13,19.8,30.3,265,moderate
368,4B08043432,M,NA,16-May-13,19.7,26.7,350,moderate
406,9.89001E+14,M,NA,11-Apr-14,19.2,27.2,310,moderate
342,9.85121E+14,M,NA,24-Apr-18,21.2,28.7,445,moderate
509,9.82126E+14,M,NA,10-Jun-19,20.8,29.8,330,moderate
511,9.82126E+14,M,NA,10-Jun-19,21.6,27.9,365,moderate
536,9.82126E+14,M,NA,12-Jun-19,19.2,31.2,290,moderate
175,49184E4F19,M,NA,27-May-07,27.2/27.0,29.3,990,moderate
75,4306020477,M,NA,26-May-08,29.9,27.8,1300,moderate
311,9.85121E+14,M,NA,17-May-12,20.5,29.1,410,moderate
