animal_id,sex,age,date,svl,tail-length,body-mass,feeding
70B,male,10.5,3/23/96,27.5,39.1,880,moderate
70B,male,12.5,3/12/98,30.3,41,1200,moderate
70B,male,14.5,3/21/00,33,42,1495,moderate
70B,male,15.7,5/11/01,33.1,43.1,1575,moderate
70B,male,16.7,5/18/02,34,43.9,1802,moderate
70B,male,17.7,5/16/03,34.5,44.2,1791,moderate
70B,male,18.7,5/14/04,34.1,44.2,1492,moderate
70/0A,female,7.7,5/18/17,21.7,28.9,402,moderate
71A,female,NA,3/14/83,27.94,NA,925,moderate
71/0A,male,8.7,5/18/17,21.7,28.2,437,moderate
71/0A,male,10.7,5/19/19,23.8,30.1,495,moderate
72A,female,8.5,3/14/83,23.5,30.8,570,moderate
72A,female,17.5,3/22/92,33.34,41.59,1340,moderate
72A,female,19.5,3/22/94,34.7,42,1330,moderate
72A,female,20.5,3/20/95,35,42.7,1830,moderate
72B,male,6.5,3/12/98,20.7,28.8,400,moderate
72B,male,8.5,3/21/00,25.5,34,725,moderate
72B,male,9.7,5/11/01,27,36.8,950,moderate
72B,male,10.7,5/18/02,31.1,41.3,1237,moderate
72B,male,11.7,5/16/03,33,42.9,1539,moderate
72B,male,12.7,5/14/04,35.2,45.8,1840,moderate
72B,male,13.7,5/11/05,38.5,49.2,2132,moderate
72B,male,16.7,5/14/08,40.9,51,3217,moderate
72C,female,NA,5/18/02,23,30.5,417,moderate
72C,female,NA,5/14/08,23.6,30.8,440,moderate
72C,female,NA,5/16/10,24,32.1,502,moderate
72C,female,NA,5/21/15,25.6,32.6,530,moderate
72C,female,NA,5/23/16,24.6,33,533,moderate
72/0A,male,NA,5/20/15,23.4,31.8,NA,moderate
72/0A,male,NA,5/18/16,24.5,32.6,547,moderate
72/0A,male,NA,6/24/16,25.2,32.4,550,moderate
72/0A,male,NA,5/18/17,25,33.6,655,moderate
72/0A,male,NA,6/3/18,27.3,35.4,770,moderate
72/0A,male,NA,9/3/18,28.1,36,870,moderate
72/0A,male,NA,5/19/19,29.7,37.6,1035,moderate
73A,male,NA,3/15/83,31.12,41.91,1155,moderate
73B,male,7.5,3/22/94,23.1,28.6,550,moderate
73B,male,8.5,3/20/95,25,30,650,moderate
73B,male,9.5,3/24/96,27.2,33.1,905,moderate
73B,male,13.5,3/22/00,31.5,37.5,1405,moderate
73B,male,14.5,5/14/01,32.2,38.2,1220,moderate
73B,male,15.7,5/19/02,33,38.7,1275,moderate
73B,male,17.7,5/15/04,32.5,38.4,1474,moderate
73B,male,24.7,5/22/11,33,38.8,1195,moderate
73C,female,NA,3/22/00,27.5,35,855,moderate
73D,female,NA,5/21/15,20.1,28.2,350,moderate
73D,male,NA,9/9/16,20.1,29.7,360,moderate
73D,female,NA,5/19/17,21.4,29.7,395,moderate
73/0A,female,3.7,5/21/15,15.8,22.4,165,moderate
73/0A,female,4.7,5/17/16,17,22.9,196,moderate
73/0A,female,5.7,5/18/17,19.5,25.3,325,moderate
73/0A,female,6.7,6/4/18,21.2,27.2,400,moderate
73/0A,female,NA,5/19/19,21.2,27.5,385,moderate
74B,female,NA,5/18/02,27.2,34.4,700,moderate
74B,female,NA,5/16/03,27.6,34.5,670,moderate
82/0A,female,NA,5/17/16,22.2,29.5,375,moderate
74/0A,female,NA,5/18/16,16,22.1,160,moderate
74/0A,female,NA,5/23/19,20.2,28.1,365,moderate
75A,male,8.5,3/23/96,25,32.9,590,moderate
75A,male,12.5,3/21/00,29,38.5,1000,moderate
75A,male,13.7,5/11/01,30,39,1190,moderate
75A,male,14.7,5/18/02,31.5,40,1268,moderate
75A,male,15.7,5/16/03,32.2,41,1509,moderate
75A,male,16.7,5/14/04,33.5,43.9,1689,moderate
75A,male,17.7,5/12/05,36.5,44.8,1907,moderate
75B,female,6.5,3/12/98,20.2,27.1,350,moderate
75B,female,8.5,3/22/00,22,29.6,463,moderate
75B,female,10.1,10/19/01,23.9,31,NA,moderate
75B,female,10.7,5/18/02,24.2,31.1,612,moderate
75B,female,12.7,5/15/04,26.5,32.7,750,moderate
75B,female,13.7,5/11/05,26.7,33.5,795,moderate
75B,female,16.7,5/14/08,27.1,34.2,825,moderate
75/0A,female,NA,5/17/16,19.5,27.1,285,moderate
75/0A,female,NA,9/9/16,19.1,27.5,330,moderate
75/0A,female,NA,6/4/18,20.3,29.5,405,moderate
76A,male,NA,3/23/96,25.5,31.3,595,moderate
76A,male,NA,3/12/98,27,33.4,760,moderate
76A,male,NA,5/12/01,30.3,35.6,1005,moderate
76A,male,NA,5/14/04,30.3,36.4,NA,moderate
76A,male,NA,5/12/05,31,36.1,1234,moderate
76B,female,8.5,3/12/98,24,NA,470,moderate
76B,female,12.7,5/18/02,25,NA,583,moderate
76B,female,14.7,5/14/04,25,NA,585,moderate
76B,female,15.7,5/11/05,26,NA,645,moderate
76B,female,18.7,5/14/08,26.9,NA,701,moderate
76B,female,19.7,5/22/09,27.3,NA,813,moderate
76B,female,20.7,5/16/10,27.8,NA,715,moderate
76B,female,21.7,5/21/11,28,NA,738,moderate
76B,female,23.7,5/20/13,27.8,NA,752,moderate
76B,female,25.7,5/21/15,29.4,NA,815,moderate
77A,male,NA,3/23/96,26,32.5,712,moderate
77A,male,NA,3/22/00,30,36,1100,moderate
77A,male,NA,5/12/01,29,36.6,1040,moderate
77A,male,NA,5/18/03,30,37.2,1221,moderate
77A,male,NA,5/16/10,30.8,36.5,1238,moderate
77B,female,NA,3/12/98,33.3,40.2,1270,moderate
77C,female,NA,5/21/15,22.5,30.5,446,moderate
78A,male,NA,3/23/96,28,36.2,820,moderate
78B,female,NA,3/12/98,25.5,31,630,moderate
78B,female,NA,3/21/00,26.5,31.2,755,moderate
78B,female,NA,5/18/03,27,31.7,711,moderate
83/0A,female,NA,5/17/16,17.5,25,235,moderate
79A,male,7.5,3/23/96,23.2,29,470,moderate
79A,male,11.5,3/22/00,24.5,30.7,670,moderate
79A,male,12.7,5/11/01,26.1,31.1,735,moderate
79A,male,13.8,7/6/02,26.2,31.8,780,moderate
79A,male,15.7,5/14/04,27.2,32,645,moderate
79A,male,19.5,3/29/08,28.2,32.6,805,moderate
79B,female,8.5,3/22/00,24.5,29.7,555,moderate
79B,female,13.7,5/12/05,25.8,30.6,590,moderate
79B,female,19.7,5/22/11,26.5,31.5,455,moderate
80A,female,NA,3/10/80,33.02,41.59,1320,moderate
80A,female,NA,3/15/82,33.34,41.28,1300,moderate
80A,female,NA,3/14/83,36.2,41.91,1730,moderate
80A,female,NA,3/20/86,36.83,44.13,2068,moderate
80A,female,NA,3/22/88,36.83,43.82,1960,moderate
80A,female,NA,3/22/90,36.2,43.82,1720,moderate
80B,male,NA,3/21/94,30,38.6,977,moderate
80B,male,NA,5/18/02,33,40.5,1522,moderate
80B,male,NA,5/15/04,32.8,40.6,1367,moderate
80C,female,4.7,5/18/02,18.1,24.4,244,moderate
80C,female,7.7,5/12/05,21.2,28.3,430,moderate
80C,female,10.7,5/14/08,23.9,30.9,520,moderate
80C,female,12.5,4/3/10,23.2,31.4,540,moderate
80C,female,13.7,5/21/11,25,31.4,473,moderate
80C,female,15.7,5/20/15,26.1,32,720,moderate
80C,female,16.7,5/18/16,26.1,32.1,682,moderate
85/0A,female,NA,5/17/16,18.6,25.7,284,moderate
81A,male,NA,3/18/83,28.26,37.78,955,moderate
81A,male,NA,3/20/86,37.15,47.94,2341,moderate
81A,male,NA,3/21/88,42.23,52.07,3440,moderate
81A,male,NA,3/24/90,42.55,50.48,3300,moderate
81B,female,NA,3/22/00,23,31.5,555,moderate
81B,female,NA,5/12/01,23.1,32.1,550,moderate
81C,male,5.7,5/20/09,20,28.2,380,moderate
81C,male,11.7,5/20/15,31.2,40.1,1155,moderate
81C,male,12.7,5/17/16,32,41.9,1415,moderate
81C,male,12.9,9/8/16,34.5,42.2,1470,moderate
81D,female,5.7,5/19/19,18.2,25.2,260,moderate
81/0A,female,NA,5/17/16,19.2,NA,285,moderate
81/0A,female,NA,6/25/16,19.9,NA,315,moderate
81/0A,female,NA,5/19/17,21.1,NA,435,moderate
81/0A,female,NA,6/4/18,22,NA,475,moderate
81/0A,female,NA,5/19/19,22.9,NA,485,moderate
82A,male,NA,3/18/83,32.39,36.83,1355,moderate
82B,male,7.5,3/22/94,21.7,27.7,388,moderate
82B,male,13.5,3/21/00,24.5,32,660,moderate
82C,female,NA,3/23/96,24.9,31.7,610,moderate
82C,female,NA,6/23/01,27.5,34.1,NA,moderate
82C,female,NA,5/14/04,27.1,34,725,moderate
82C,female,NA,5/21/11,27.8,34.5,771,moderate
96/0A,female,NA,5/26/16,15,20.5,120,moderate
83A,female,9.5,3/18/83,24.13,31.75,535,moderate
83A,female,12.5,3/21/86,26.04,34.29,686,moderate
83B,male,6.5,3/12/98,19.6,27.5,330,moderate
83B,male,9.7,5/12/01,23.4,30.8,485,moderate
83B,male,10.7,5/18/02,23,31.1,505,moderate
83B,male,12.7,5/14/04,24.7,31.2,540,moderate
83B,male,16.5,3/29/08,25.3,32.6,765,moderate
83B,male,16.7,5/14/08,26.5,33.2,697,moderate
83C,female,6.7,5/18/02,19.9,27.2,325,moderate
83C,female,14.7,5/16/10,28.7,36.9,960,moderate
83C,female,15.7,5/21/11,29,37.7,920,moderate
83C,female,17.7,5/20/13,29.8,38.9,1020,moderate
83C,female,19.7,5/20/15,31,39.2,1182,moderate
83C,female,20.7,5/18/16,31.2,39.2,1245,moderate
83C,female,21.7,5/19/17,32,40,1270,moderate
83C,female,23.7,5/23/19,31.2,40.2,1227,moderate
83D,female,NA,5/21/15,20.5,28.4,318,moderate
83D,female,NA,5/23/16,21.6,27.8,NA,moderate
83D,female,NA,5/19/17,23.7,29.5,545,moderate
98C,female,NA,5/19/19,15.3,NA,140,moderate
84A,male,NA,3/20/86,34.29,43.82,1652,moderate
84A,male,NA,3/22/92,34.93,46.04,1697,moderate
84A,male,NA,3/15/93,37.7,46.3,2270,moderate
84A,male,NA,3/21/94,41.7,49,2774,moderate
84B,female,NA,3/22/94,23.7,30,427,moderate
84/0A,female,NA,5/17/16,17.5,22.7,200,moderate
84/0A,female,NA,5/19/17,19.1,25,295,moderate
85A,male,NA,3/20/86,41.28,49.53,2983,moderate
85B,female,NA,3/23/96,25.6,32.7,615,moderate
85B,female,NA,5/20/13,28.2,NA,804,moderate
85C,male,NA,5/18/03,30.2,37.8,835,moderate
98/0A,female,NA,5/17/16,17.6,23.4,200,moderate
86A,male,NA,3/20/86,28.58,38.1,961,moderate
86A,male,NA,3/21/88,33.97,44.45,1590,moderate
86A,male,NA,3/22/90,38.1,48.9,2650,moderate
86A,male,NA,3/22/92,43.82,51.44,3401,moderate
86A,male,NA,3/21/94,44.5,50.2,3723,moderate
86A,male,NA,3/20/95,44.5,51.5,3910,moderate
86A,male,NA,3/23/96,44.7,52.1,4385,moderate
86A,male,NA,3/12/98,44.5,52.1,4680,moderate
86B,female,NA,3/23/96,25.5,34.5,635,moderate
86B,female,NA,3/22/00,28,37,980,moderate
86B,female,NA,5/12/01,30.8,39,1190,moderate
86B,female,NA,6/20/02,32,41.1,1160,moderate
87A,male,NA,3/20/86,27.31,35.56,838,moderate
87A,male,NA,3/21/88,33.02,36.83,1615,moderate
87A,male,NA,3/22/90,37.47,NA,2418,moderate
87A,male,NA,3/22/92,45.09,NA,3522,moderate
87A,male,NA,3/21/94,48.1,NA,3945,moderate
87A,male,NA,3/20/95,45,NA,4855,moderate
87A,male,NA,3/23/96,45.8,NA,4930,moderate
87B,female,NA,3/12/98,28.5,35.8,1060,moderate
87B,female,NA,6/23/01,29,36.2,NA,moderate
87B,female,NA,7/9/02,30.5,36.8,1080,moderate
87B,female,NA,5/15/04,30,37.1,960,moderate
90/88,male,NA,3/20/86,31.12,39.37,1112,moderate
90/88,male,NA,3/21/88,36.51,44.13,2015,moderate
90/88,male,NA,3/22/90,40.01,46.99,2265,moderate
90/88,male,NA,3/22/92,40.01,44.45,2187,moderate
90/88,male,NA,3/22/94,39,45.2,2375,moderate
90/88,male,NA,3/21/95,40.2,45.2,2215,moderate
90/88,male,NA,3/24/96,40,45.5,2530,moderate
90/88,male,NA,3/21/00,41.5,45.2,2990,moderate
88A,female,NA,3/22/90,30.48,NA,1095,moderate
88A,female,NA,3/22/94,31.2,NA,1202,moderate
88A,female,NA,3/20/95,31.6,NA,1200,moderate
88A,female,NA,3/24/96,31.4,NA,1375,moderate
88B,male,NA,5/20/09,22.5,30.5,500,moderate
88B,male,NA,5/20/13,31.8,41,1390,moderate
88B,male,NA,5/20/15,36.3,45,1835,moderate
88C,female,NA,5/21/15,20,26.5,317,moderate
89A,male,8.5,3/20/86,25.4,33.97,642,moderate
89A,male,10.5,3/21/88,29.85,39.05,1065,moderate
89A,male,12.5,3/22/90,33.02,43.82,1580,moderate
89A,male,14.5,3/22/92,41.28,50.17,3047,moderate
89B,female,NA,3/21/00,28.5,37.2,895,moderate
89B,female,NA,5/12/01,28.3,37.1,850,moderate
89B,female,NA,5/19/02,29,37,923,moderate
89B,female,NA,5/20/13,31.8,39.3,1100,moderate
89C,male,4.7,5/20/09,17.2,22.9,231,moderate
89C,male,8.7,5/19/13,24.3,31.4,621,moderate
89C,male,10.7,5/20/15,27.3,34.7,780,moderate
89C,male,11.7,5/23/16,28.3,35.8,1000,moderate
90A,male,NA,3/10/80,38.74,43.18,2060,moderate
90B,female,5.5,3/22/94,19.2,25.3,275,moderate
90B,female,6.5,3/21/95,21.2,25.5,338,moderate
90B,female,9.5,3/12/98,25.5,33.8,710,moderate
90B,female,11.5,3/21/00,28,36.7,955,moderate
90B,female,12.7,5/11/01,29.1,37.5,925,moderate
90B,female,13.7,5/18/02,31,38.4,1130,moderate
90B,female,13.8,6/23/02,31,NA,NA,moderate
90B,female,14.7,5/16/03,32,39.6,1385,moderate
90B,female,15.7,5/14/04,31.8,NA,1490,moderate
90B,female,16.7,5/11/05,33,NA,1654,moderate
90B,female,19.5,3/29/08,34.1,NA,1930,moderate
90B,female,21.5,4/3/10,33.9,NA,1690,moderate
90B,female,21.7,5/16/10,34.6,NA,1750,moderate
90B,female,22.7,5/16/11,34.2,NA,1680,moderate
104/0A,female,NA,5/17/16,20.3,27.2,349,moderate
91A,female,NA,3/20/86,25.4,33.34,721,moderate
91A,female,NA,3/22/88,26.67,35.56,752,moderate
91A,female,NA,3/22/90,27.62,35.88,880,moderate
91A,female,NA,3/22/92,28.58,37.15,1022,moderate
91A,female,NA,3/21/94,32,37.1,1270,moderate
91B,male,NA,3/21/94,28.4,33.3,961,moderate
91B,male,NA,3/21/95,28.8,34.1,890,moderate
91B,male,NA,3/12/98,33.5,38.2,1460,moderate
91B,male,NA,3/21/00,36,41,2000,moderate
91B,male,NA,5/11/01,39,41.2,1890,moderate
91B,male,NA,5/18/02,38.3,42,2174,moderate
91C,female,NA,5/21/15,26.7,31.4,739,moderate
91C,female,NA,5/17/16,27,31,714,moderate
91C,female,NA,5/18/17,28.1,31.8,800,moderate
91C,female,NA,5/19/19,27.6,31.6,800,moderate
91D,male,NA,5/19/19,20,27.8,357,moderate
104/0A,female,NA,5/19/17,22.2,29,455,moderate
45/0B,male,4.7,5/23/16,17.3,22.4,NA,moderate
92A,male,NA,3/20/86,38.1,NA,2203,moderate
92B,male,NA,3/22/00,24,30.1,610,moderate
92B,male,NA,5/11/05,25.6,31.1,633,moderate
92B,male,NA,5/19/13,25.5,34.4,707,moderate
92B,male,NA,5/21/15,31.6,42,1200,moderate
92B,male,NA,5/18/16,36.1,45.3,1730,moderate
92B,male,NA,5/18/17,37,48,2392,moderate
92B,male,NA,6/3/18,41.9,49.3,2890,moderate
92C,male,3.7,5/20/09,16,22.2,184,moderate
92C,female,4.7,5/16/10,18,25.5,240,moderate
92C,male,5.7,5/21/11,21,28.4,297,moderate
92/0A,female,5.7,5/18/16,18.5,24.8,230,moderate
92/0A,female,6.7,5/19/17,19.5,26.6,325,moderate
93A,male,5.5,3/20/86,19.05,NA,251,moderate
93A,male,7.5,3/21/88,22.86,NA,550,moderate
93A,male,9.5,3/22/90,26.99,NA,770,moderate
93A,male,11.5,3/22/92,32.7,NA,1402,moderate
93A,male,12.5,3/15/93,35.1,NA,1953,moderate
93A,male,13.5,3/21/94,38.5,NA,2580,moderate
93A,male,14.5,3/20/95,42.5,NA,3370,moderate
93A,male,15.5,3/23/96,43,NA,3905,moderate
93A,male,17.5,3/12/98,46,NA,4480,moderate
93A,male,19.5,3/21/00,45.5,NA,4385,moderate
93A,male,20.7,5/11/01,45.5,NA,4360,moderate
93B,female,NA,3/22/00,26.5,34,775,moderate
93B,female,NA,5/18/03,26.5,34.6,615,moderate
93C,female,3.7,5/19/19,16.3,22,192,moderate
93/0A,male,NA,5/18/16,20,28,360,moderate
93/0A,male,NA,6/25/16,21.5,28.6,370,moderate
94A,male,NA,3/20/86,33.02,43.82,1452,moderate
94A,male,NA,3/21/88,39.37,48.26,2725,moderate
94A,male,NA,3/22/90,43.18,52.71,3205,moderate
94A,male,NA,3/22/92,45.09,52.39,3510,moderate
94B,female,NA,3/22/00,28,37,845,moderate
94C,male,NA,5/14/08,20.3,28.1,302,moderate
94C,male,NA,5/20/09,22,30,470,moderate
94C,male,NA,5/16/10,23.2,32,525,moderate
94C,male,NA,5/19/13,28.3,38.1,950,moderate
94C,male,NA,5/21/15,35.6,45.6,1588,moderate
94C,male,NA,5/17/16,38.4,49,2190,moderate
94C,male,NA,5/18/17,39.1,49.7,2393,moderate
94C,male,NA,5/19/19,41,50.8,2750,moderate
94/0A,female,5.7,5/18/16,18.9,26.5,275,moderate
94/0A,female,6.7,5/19/17,20.6,28.7,376,moderate
94/0A,female,8.7,5/19/19,22.2,31.1,500,moderate
95A,male,NA,3/20/86,27.62,38.1,922,moderate
95A,male,NA,3/21/88,32.39,42.55,1450,moderate
95A,male,NA,3/22/90,38.1,48.26,2245,moderate
95A,male,NA,3/22/92,42.55,51.12,3847,moderate
95A,male,NA,3/15/93,44.8,52,4285,moderate
95A,male,NA,3/21/94,45.2,51.1,4345,moderate
95A,male,NA,3/20/95,46.5,51.5,4420,moderate
95B,female,NA,3/22/00,26.3,31,750,moderate
95C,male,5.7,5/21/15,18.6,25.7,235,moderate
95C,male,6.7,5/18/16,19.6,27.3,313,moderate
95C,male,6.8,6/25/16,20.2,27.5,350,moderate
95C,male,8.7,5/19/19,24.4,33.1,655,moderate
95/0A,female,2.7,5/18/16,14,19.1,80,moderate
95/0A,female,3.7,5/18/17,15.2,20.6,150,moderate
96A,male,7.5,3/20/86,21.59,29.21,407,moderate
96A,male,9.5,3/21/88,25.4,34.29,690,moderate
96B,female,NA,3/21/94,28.2,35,638,moderate
96B,female,NA,3/21/95,28,35.8,745,moderate
96B,female,NA,3/22/00,28.5,36,845,moderate
96C,male,5.7,5/14/08,19.5,27.5,260,moderate
96C,male,12.7,5/20/15,28,35.1,755,moderate
96C,male,14.7,5/18/17,29.5,37.3,1022,moderate
96C,male,15.9,9/3/18,33,39,1380,moderate
96C,male,16.7,5/19/19,32.6,41,1576,moderate
97A,female,NA,3/20/86,25.4,NA,679,moderate
97A,female,NA,3/21/88,26.04,NA,650,moderate
97A,female,NA,3/22/90,26.04,NA,660,moderate
97A,female,NA,3/22/92,27.94,NA,721,moderate
97A,female,NA,3/21/94,27.8,NA,731,moderate
97A,female,NA,3/23/96,27.4,NA,795,moderate
97A,female,NA,3/12/98,27.8,NA,860,moderate
97A,female,NA,3/22/00,28,NA,860,moderate
97A,female,NA,5/11/01,28,NA,923,moderate
97A,female,NA,5/19/02,28.5,NA,1000,moderate
97A,female,NA,5/18/03,28.8,NA,975,moderate
97A,female,NA,5/15/04,29,NA,905,moderate
97A,female,NA,3/19/06,NA,NA,NA,moderate
97A,female,NA,5/14/08,29.5,NA,975,moderate
97A,female,NA,5/22/09,29.8,NA,1092,moderate
97B,male,6.5,3/23/92,19.69,24.77,290,moderate
97B,male,10.5,3/24/96,23.6,29.6,505,moderate
97B,male,12.5,3/12/98,25.5,31,700,moderate
97B,male,14.5,3/22/00,26.2,32,875,moderate
97B,male,16.8,6/28/02,28,33.1,860,moderate
97B,male,17.7,5/16/03,28,33.5,818,moderate
98A,male,8.5,3/20/86,26.04,33.97,749,moderate
98A,male,10.5,3/21/88,29.21,38.42,1175,moderate
98A,male,12.5,3/22/90,33.97,41.59,1625,moderate
98A,male,14.5,3/22/92,37.47,44.45,2147,moderate
98A,male,15.5,3/15/93,38.6,45,2241,moderate
98A,male,16.5,3/21/94,38,44.6,2270,moderate
98A,male,17.5,3/20/95,40.5,46,2593,moderate
98A,male,18.5,3/23/96,40.1,44.4,2530,moderate
98A,male,20.5,3/12/98,38.7,45.3,2500,moderate
98A,male,22.5,3/21/00,41,45,2680,moderate
98A,male,23.7,5/11/01,40.7,45.7,2735,moderate
98A,male,24.7,5/18/02,42,NA,2935,moderate
98A,male,25.7,5/16/03,42.5,NA,2745,moderate
98A,male,26.7,5/14/04,40.2,44,2383,moderate
98A,male,27.7,5/11/05,41.5,44.3,2452,moderate
98B,female,9.7,5/11/01,25,NA,500,moderate
98B,female,13.7,5/11/05,24.2,27.5,517,moderate
99A,male,7.5,3/20/86,22.54,30.48,445,moderate
99A,male,9.5,3/21/88,26.04,35.56,695,moderate
99A,male,11.5,3/22/90,28.26,39.05,825,moderate
99A,male,13.5,3/22/92,33.02,42.55,1430,moderate
99B,female,9.7,5/12/01,25.1,30,565,moderate
99B,female,11.7,5/18/03,25.7,30.5,660,moderate
99B,male,22.7,5/20/13,27.5,32.5,710,moderate
99C,male,3.7,5/15/04,16.4,22,185,moderate
99C,male,4.7,5/11/05,17.9,22.5,234,moderate
99C,male,7.7,5/14/08,20.8,27.4,300,moderate
99C,male,8.7,5/20/09,22.5,29.5,485,moderate
99C,male,9.5,4/3/10,23.1,31.7,590,moderate
99C,male,10.7,5/22/11,24.9,32.9,627,moderate
99C,male,12.7,5/20/13,27.6,35.8,345,moderate
99C,male,15.7,5/18/16,29,34.7,1050,moderate
99C,male,18.7,5/19/19,30.3,36,1205,moderate
100A,male,NA,3/10/80,34.29,44.45,1520,moderate
100A,male,NA,3/20/86,38.1,44.45,2252,moderate
100A,male,NA,3/21/88,39.37,43.18,2055,moderate
100A,male,NA,3/22/90,39.37,NA,NA,moderate
100B,female,NA,3/22/88,29.53,36.2,1025,moderate
100B,female,NA,3/12/98,32.5,33.7,1180,moderate
100B,female,NA,3/22/00,31.5,34,1237,moderate
100/0A,female,NA,5/12/01,26.3,33.4,705,moderate
100/0A,female,NA,7/6/02,27,33.5,735,moderate
100/0A,female,NA,5/14/04,26.5,33.6,600,moderate
100/OA,female,NA,5/12/05,26.5,33.4,851,moderate
100/0A,female,NA,5/14/08,26.6,33,692,moderate
100/0A,female,NA,5/20/09,27,33.1,788,moderate
100/0A,female,NA,5/21/11,26.5,33.2,625,moderate
100/0A,female,NA,5/20/13,26.7,33.3,772,moderate
100/0A,female,NA,5/20/15,26,NA,700,moderate
100/0A,female,NA,5/17/16,26.6,NA,720,moderate
100/0A,female,NA,5/18/17,26,NA,720,moderate
101A,male,NA,3/20/86,40.64,46.99,2409,moderate
101A,male,NA,3/21/88,41.59,47.31,2625,moderate
101A,male,NA,3/22/90,39.37,46.36,2630,moderate
101B,male,4.7,5/12/01,18.3,NA,215,moderate
101B,male,7.7,5/14/04,22,NA,447,moderate
101B,male,11.7,5/14/08,27,NA,830,moderate
101B,male,12.7,5/22/09,28.5,NA,1088,moderate
101B,male,14.7,5/21/11,32,NA,1358,moderate
101B,male,16.7,5/19/13,34.5,NA,1620,moderate
101B,male,18.7,5/20/15,36.1,NA,2202,moderate
101B,male,19.7,5/18/16,37.1,NA,2075,moderate
101B,male,19.8,6/24/16,37.8,NA,2255,moderate
101B,male,20.7,5/18/17,39,NA,2485,moderate
101B,male,21.9,9/3/18,37.8,NA,2665,moderate
101B,male,22.7,5/19/19,39,NA,2480,moderate
101C,male,NA,5/14/08,24.2,31.7,493,moderate
101C,male,NA,4/3/10,27.2,35,845,moderate
101C,male,NA,5/21/11,29.6,37.2,1060,moderate
101C,male,NA,5/20/13,35.2,42.5,1735,moderate
101C,male,NA,5/21/15,39.9,46.8,2784,moderate
101C,male,NA,5/22/16,42.5,48.6,3382,moderate
101C,male,NA,5/18/17,42.2,47.3,3082,moderate
102A,female,7.5,3/20/86,22.23,28.89,443,moderate
102A,female,9.5,3/21/88,24.77,32.39,670,moderate
102A,female,11.5,3/22/90,25.4,33.02,590,moderate
102A,female,13.5,3/22/92,26.35,34.61,790,moderate
102A,female,16.5,3/21/95,29.2,36,1080,moderate
102A,female,17.5,3/24/96,30,36.2,1100,moderate
102A,female,21.5,3/22/00,31.5,38.5,1510,moderate
102A,female,22.7,5/11/01,34.8,37.5,1530,moderate
102A,female,23.7,5/18/02,33.5,39.2,1790,moderate
102A,female,23.8,6/22/02,33.5,NA,NA,moderate
102A,female,25.7,5/14/04,34,39.4,1805,moderate
102A,female,26.7,5/12/05,35,40.5,2049,moderate
102A,female,29.5,3/29/08,35.2,NA,2240,moderate
102A,female,31.5,5/16/10,35.5,40,2005,moderate
102A,female,34.7,5/20/13,35.5,NA,1672,moderate
102A,female,36.7,5/21/15,34.5,40.2,1636,moderate
102A,female,37.7,5/18/16,35.5,40.3,1407,moderate
102A,female,37.9,9/8/16,35,39.2,1420,moderate
102A,female,38.7,5/19/17,35,39.9,1605,moderate
102B,male,NA,3/23/92,33.02,42.23,1376,moderate
102C,male,NA,5/14/08,24.7,NA,485,moderate
102C,male,NA,5/21/11,28.7,NA,855,moderate
102C,male,NA,5/20/13,32.5,NA,1388,moderate
102C,male,NA,5/20/15,37.5,NA,2010,moderate
102C,male,NA,5/18/16,39,NA,2103,moderate
102C,male,NA,5/18/17,38,NA,2140,moderate
102C,male,NA,9/3/18,39.8,NA,2665,moderate
102C,male,NA,5/19/19,40.3,NA,2488,moderate
102/6A,male,4.7,5/18/02,18,25.6,231,moderate
102/6A,male,7.7,5/11/05,21.3,29,362,moderate
102/6A,male,11.7,5/22/09,25.5,33.8,860,moderate
102/6A,male,15.7,5/20/13,28.3,36.7,938,moderate
102/6A,male,17.7,5/21/15,29.3,38.1,1021,moderate
102/6A,male,18.9,9/8/16,30.5,38.1,925,moderate
102/6A,male,20.9,9/3/18,31,38.3,890,moderate
102/0A,male,NA,5/26/16,20.3,28.1,345,moderate
102/0A,male,NA,5/19/17,21.5,29.5,435,moderate
102/0A,male,NA,6/3/18,22.8,26.8,510,moderate
103A,female,NA,3/20/86,32.39,37.47,1317,moderate
103A,female,NA,3/21/88,33.34,NA,1505,moderate
103A,female,NA,3/22/90,34.93,NA,1315,moderate
103A,female,NA,3/22/92,34.29,NA,1615,moderate
103A,female,NA,3/21/94,36,NA,1871,moderate
103A,female,NA,3/20/95,35,NA,1910,moderate
103B,male,NA,3/12/98,26.2,33.3,720,moderate
103C,male,NA,5/21/15,33,NA,1130,moderate
103C,male,NA,5/19/17,33.5,NA,1465,moderate
103D,female,NA,5/21/15,23.8,32,515,moderate
103E,female,NA,5/21/15,24.2,32.6,590,moderate
103E,female,NA,5/18/16,25.4,34.1,635,moderate
103E,female,NA,5/19/17,26,34.5,745,moderate
103E,female,NA,6/3/18,25.6,34.9,735,moderate
104A,female,5.5,3/20/86,18.42,25.4,252,moderate
104A,female,7.5,3/22/88,21.91,30.8,510,moderate
104A,female,9.5,3/24/90,24.13,33.66,548,moderate
104A,female,11.5,3/22/92,26.35,34.93,700,moderate
104A,female,13.5,3/21/94,26.7,36,801,moderate
104A,female,17.5,3/12/98,29.2,37.6,1020,moderate
104A,female,20.7,5/12/01,29.2,38.6,1070,moderate
104A,female,21.8,6/28/02,30.1,39.2,NA,moderate
104A,female,21.8,6/28/02,30.1,39.2,NA,moderate
