animal_id,sex,age,date,svl,tail-length,body-mass,feeding
150A,male,NA,3/21/86,30.8,NA,1277,moderate
150A,male,NA,3/21/88,36.2,NA,1895,moderate
150A,male,NA,3/22/90,41.91,NA,2603,moderate
150A,male,NA,3/22/92,42.86,NA,3165,moderate
150A,male,NA,3/23/96,44.5,NA,2840,moderate
150B,male,NA,5/19/02,26.5,33.1,615,moderate
150B,male,NA,5/12/05,27.4,33.5,830,moderate
150C,female,NA,5/18/16,26.7,33.8,789,moderate
150C,female,NA,5/18/17,26.6,34.4,885,moderate
150D,female,NA,5/23/19,15.4,22,140,moderate
151A,male,6.5,3/21/88,20.64,29.53,430,moderate
151A,male,8.5,3/22/90,23.5,33.02,405,moderate
151A,male,10.5,3/22/92,25.72,35.56,631,moderate
151A,male,11.5,3/15/93,28.5,37.3,910,moderate
151A,male,12.5,3/21/94,27.5,36.5,760,moderate
151A,male,13.5,3/20/95,28.5,37.6,831,moderate
151B,female,NA,6/20/02,21.6,29,385,moderate
151B,female,NA,5/18/03,22.1,29.5,420,moderate
151B,female,NA,5/14/04,24.1,31.4,535,moderate
151B,female,NA,5/11/05,24.7,32.6,617,moderate
151B,female,NA,3/29/08,28,35.9,970,moderate
151B,female,NA,5/22/09,28.7,37.5,1096,moderate
151B,female,NA,5/16/10,28.7,36.8,1088,moderate
151B,female,NA,5/21/11,28.7,38.6,1163,moderate
151B,female,NA,5/20/13,31.1,38.8,1115,moderate
151B,female,NA,5/20/15,32,39.2,1291,moderate
151B,female,NA,5/18/16,32.5,39.8,1425,moderate
151B,female,NA,9/8/16,31.5,40.1,1220,moderate
151B,female,NA,5/19/17,34.2,40.3,1585,moderate
152A,male,7.5,3/21/88,23.18,31.75,545,moderate
152A,male,11.5,3/22/92,28.58,37.47,973,moderate
152A,male,13.5,3/22/94,34,43.6,1550,moderate
152A,male,14.5,3/21/95,37,47.2,2030,moderate
152A,male,15.5,3/23/96,40,49,2900,moderate
152A,male,19.5,3/22/00,45,52.5,4195,moderate
152A,male,21.7,5/21/02,45,52.2,3380,moderate
152A,male,22.7,5/16/03,46,52.5,3810,moderate
152A,male,23.7,5/14/04,NA,53.2,3386,moderate
152B,female,4.8,7/2/02,18.5,24.8,250,moderate
152B,female,11.7,5/22/09,23,30.1,551,moderate
153A,male,6.5,3/21/88,20.64,28.58,365,moderate
153A,male,8.5,3/24/90,23.5,32.07,517,moderate
153A,male,10.5,3/22/92,24.77,33.34,560,moderate
153A,male,12.5,3/22/94,27.2,36.4,793,moderate
153A,male,13.5,3/21/95,29,39,1004,moderate
153A,male,14.5,3/24/96,31.8,42,1326,moderate
153A,male,16.5,3/12/98,35.5,45.6,2080,moderate
153A,male,18.5,3/21/00,38.5,50.5,2910,moderate
153A,male,19.7,5/11/01,42,50.6,3130,moderate
153A,male,20.7,5/18/02,42.5,50.8,3094,moderate
153A,male,21.7,5/16/03,42.5,51,3277,moderate
153A,male,22.7,5/14/04,41.1,50.5,3087,moderate
153A,male,23.7,5/12/05,42.7,50.6,3425,moderate
153A,male,NA,5/11/08,NA,NA,NA,moderate
153B,female,5.7,5/16/03,17.8,24,235,moderate
153B,female,6.7,5/15/04,19.2,25.6,265,moderate
153B,female,7.7,5/11/05,20.5,28,376,moderate
153B,female,10.7,5/14/08,26.5,34.2,789,moderate
153B,female,11.7,5/22/09,27,36,908,moderate
153B,female,12.7,5/16/10,28,35.9,954,moderate
155A,female,NA,3/22/88,26.35,NA,740,moderate
155A,female,NA,3/24/90,28.26,NA,790,moderate
155B,male,NA,5/12/01,36,42.5,1935,moderate
155C,female,NA,5/16/03,25.5,32.8,590,moderate
155C,female,NA,5/12/05,25.8,32,570,moderate
156A,female,NA,3/22/88,27.94,34.93,830,moderate
156A,female,NA,3/23/92,27.94,35.56,755,moderate
156A,female,NA,3/20/95,28.6,36.1,840,moderate
156B,male,NA,3/22/94,24.5,29,540,moderate
156B,male,NA,5/14/04,28.8,34.4,819,moderate
156C,female,NA,5/18/16,22.6,29.7,405,moderate
157A,male,NA,3/22/88,27.31,35.24,830,moderate
157A,male,NA,3/22/00,37.1,44.5,2400,moderate
157B,female,NA,5/18/03,22.5,30.3,440,moderate
157B,female,NA,5/15/04,22.9,31.1,420,moderate
157B,female,NA,5/12/05,23.6,32,547,moderate
157B,female,NA,3/29/08,24,33.1,600,moderate
157B,female,NA,5/22/09,25.5,33.7,705,moderate
157B,female,NA,5/20/15,28,34.9,797,moderate
157B,female,NA,5/18/16,27.6,35.2,710,moderate
157B,female,NA,5/18/17,27.9,34.7,728,moderate
158A,female,NA,3/22/88,29.21,36.51,895,moderate
158A,female,NA,3/21/95,30.2,38,1110,moderate
158A,female,NA,3/22/00,30.5,38.5,1195,moderate
158A,female,NA,5/11/01,30.8,38.8,1085,moderate
158A,female,NA,5/19/02,29.7,39.1,993,moderate
158A,female,NA,5/11/05,31.7,38.2,1185,moderate
158A,female,NA,5/20/15,30.3,37.7,915,moderate
158A,female,NA,5/18/16,31.1,38.5,842,moderate
158B,male,NA,5/14/01,22,29.5,425,moderate
159A,male,6.5,3/22/88,20.64,27.31,390,moderate
159A,male,10.5,3/22/92,23.18,29.53,520,moderate
159A,male,12.5,3/21/94,25.5,32.8,710,moderate
159A,male,13.5,3/20/95,29.5,36.2,1086,moderate
159A,male,14.5,3/24/96,31.6,39.7,1440,moderate
159A,male,18.5,3/21/00,39,46,2975,moderate
159A,male,19.7,5/11/01,40,46.4,3165,moderate
159A,male,20.7,5/18/02,42,46.3,3730,moderate
159A,male,21.7,5/16/03,42.5,47.7,3885,moderate
159A,male,22.7,5/14/04,42,48.4,3099,moderate
159A,male,23.7,5/11/05,45,47.5,3250,moderate
159A,male,24.5,3/19/06,43.5,47.8,2385,moderate
159B,female,NA,5/18/03,24.8,NA,615,moderate
159B,female,NA,5/14/08,25.5,NA,650,moderate
159B,female,NA,5/20/09,26.5,NA,655,moderate
159B,female,NA,5/21/15,25.8,NA,600,moderate
159B,female,NA,5/18/16,26.4,NA,595,moderate
160A,male,NA,3/22/88,24.77,33.02,530,moderate
160A,male,NA,3/21/94,38.2,42.3,2106,moderate
160A,male,NA,3/20/95,38.1,44,2335,moderate
160B,female,NA,5/18/03,26.5,32.5,663,moderate
161A,male,NA,3/22/88,24.77,33.02,590,moderate
161A,male,NA,3/22/94,29.8,38.5,968,moderate
161A,male,NA,3/12/98,37.1,44.3,2260,moderate
161A,male,NA,3/22/00,39,46.5,2790,moderate
161A,male,NA,5/16/03,40.8,46,2606,moderate
161B,female,NA,5/14/04,20,25.8,270,moderate
162A,female,NA,3/22/88,25.4,33.97,725,moderate
162A,female,NA,3/24/90,27.31,35.24,685,moderate
162A,female,NA,3/20/95,28.5,36.2,915,moderate
162A,female,NA,3/24/96,28.7,37.1,880,moderate
162A,female,NA,3/22/00,29,37.5,1045,moderate
162B,male,NA,3/22/94,27,32.6,755,moderate
162B,male,NA,3/23/96,28.8,34.7,880,moderate
162B,male,NA,3/12/98,29.9,35.8,1170,moderate
162B,male,NA,3/21/00,35,40.2,1955,moderate
162B,male,NA,5/11/01,36.5,42.7,2170,moderate
162B,male,NA,5/18/02,38.8,43.5,2661,moderate
162B,male,NA,5/18/03,40,45.6,2728,moderate
162B,male,NA,5/15/04,40.2,45.7,NA,moderate
162B,male,NA,5/12/05,40.3,44.7,2496,moderate
163A,female,NA,3/22/88,32.39,41.91,1165,moderate
164A,male,1.5,3/21/00,12.8,17,90,moderate
164A,male,3.7,5/18/02,16,21.9,173,moderate
164A,male,5.7,5/14/04,19,25.7,260,moderate
164A,male,6.7,5/11/05,20,27,415,moderate
164A,male,9.7,5/14/08,27,35.5,742,moderate
164A,male,10.7,5/20/09,29.2,38,1053,moderate
164A,male,11.5,4/2/10,31.5,39.9,1485,moderate
164A,male,11.7,5/16/10,32.3,41.5,1567,moderate
164B,male,6.7,5/14/04,20.3,27.5,310,moderate
164B,male,10.7,5/14/08,25.2,33.5,584,moderate
164B,male,11.7,5/22/09,27.4,35.2,903,moderate
164B,male,12.7,5/16/10,29,36.5,945,moderate
164B,male,13.7,5/21/11,29,37.6,760,moderate
164B,male,16.7,5/20/13,29.5,39,1088,moderate
164B,male,18.7,5/21/15,31,39.6,1270,moderate
164B,male,19.7,5/18/16,32.5,40,1325,moderate
164B,male,19.8,6/24/16,33.7,40.5,1450,moderate
165A,female,7.5,3/22/88,21.27,28.26,410,moderate
165A,female,9.5,3/24/90,23.5,31.75,447,moderate
165A,female,11.5,3/22/92,26.04,34.29,717,moderate
165B,male,NA,6/17/01,20.8,27.6,NA,moderate
165B,male,NA,5/19/02,21,28.1,370,moderate
165B,male,NA,5/14/04,23.6,31.5,488,moderate
165B,male,NA,5/11/05,24.5,32.1,569,moderate
165B,male,NA,3/29/08,30.1,39.1,1270,moderate
165B,male,NA,5/20/09,32.5,41.5,1595,moderate
165B,male,NA,5/16/10,35.1,43.2,1690,moderate
165B,male,NA,5/21/11,36.2,43.1,1818,moderate
165B,male,NA,5/20/13,36.5,43.3,1920,moderate
165B,male,NA,5/20/15,37.3,43.4,2055,moderate
165B,male,NA,5/17/16,37,43.8,2061,moderate
165B,male,NA,9/8/16,37.2,43.6,2215,moderate
165B,male,NA,5/18/17,37.5,43.5,2088,moderate
165B,male,NA,6/3/18,37.6,43.2,2090,moderate
165B,male,NA,5/19/19,36.5,41.6,2093,moderate
165C,female,NA,5/23/16,19.6,25,340,moderate
165C,female,NA,5/18/17,21,25.6,370,moderate
166A,female,7.5,3/22/88,20.96,29.21,350,moderate
166A,female,11.5,3/23/92,24.77,33.02,580,moderate
166A,female,13.5,3/21/94,26,34.4,601,moderate
166A,female,14.5,3/20/95,26.1,35,685,moderate
166A,female,15.5,3/24/96,27.2,35.7,765,moderate
166B,male,NA,3/22/94,28,36.4,790,moderate
166B,male,NA,3/23/96,29.7,38.5,938,moderate
166B,male,NA,3/21/00,33,41.5,1695,moderate
166C,female,NA,5/26/16,18,25.4,230,moderate
167A,male,8.5,3/22/88,24.45,32.39,660,moderate
167A,male,10.5,3/24/90,26.67,34.29,640,moderate
168A,male,6.5,3/22/88,20.64,28.26,405,moderate
168A,male,10.5,3/23/92,25.4,32.7,651,moderate
168A,male,11.5,3/15/93,24.9,32.8,755,moderate
168A,male,13.5,3/21/95,27.5,34.7,880,moderate
168A,male,14.5,3/24/96,28.4,36.4,890,moderate
168A,male,16.5,3/12/98,30.7,38.5,1310,moderate
168A,male,18.5,3/22/00,31.5,40,1540,moderate
168A,male,19.8,7/6/01,34.5,41.1,NA,moderate
168A,male,20.7,5/18/02,34,41,1770,moderate
168A,male,21.7,5/18/03,35,41.5,1735,moderate
168A,male,22.7,5/14/04,35.2,42.6,1700,moderate
168B,female,NA,5/11/05,27.2,32,733,moderate
169A,female,NA,3/22/88,30.48,39.05,1180,moderate
169A,female,NA,3/24/90,31.12,39.05,1105,moderate
169A,female,NA,3/22/92,31.75,39.05,1165,moderate
169A,female,NA,3/22/94,31.3,39.8,1103,moderate
169A,female,NA,3/20/95,31.8,39.5,1250,moderate
169A,female,NA,3/12/98,31.8,40,1150,moderate
169B,male,NA,3/22/94,21.6,26.9,317,moderate
169B,male,NA,3/21/00,29,37,1010,moderate
169B,male,NA,5/11/05,30,38,1162,moderate
170A,male,5.5,3/21/86,19.05,25.4,250,moderate
170B,male,NA,3/22/92,40.32,50.8,2182,moderate
170B,male,NA,3/15/93,42.2,49.2,2500,moderate
170B,male,NA,3/21/94,41.5,50.4,2796,moderate
170B,male,NA,3/20/95,40.5,50.5,2813,moderate
170B,male,NA,3/23/96,41.6,51,2923,moderate
170B,male,NA,3/12/98,41.4,50.8,2880,moderate
170B,male,NA,3/21/00,43,50.5,2800,moderate
170B,male,NA,5/11/01,40.8,51.5,2455,moderate
170B,male,NA,5/18/02,41,50.8,2225,moderate
170B,male,NA,5/16/03,41.2,51.6,2070,moderate
170C,female,2.7,5/12/05,14.7,NA,125,moderate
170C,female,5.7,5/16/08,21.3,NA,338,moderate
170C,female,6.7,5/20/09,22.5,NA,509,moderate
170C,female,7.5,4/2/10,24.4,NA,570,moderate
170C,female,7.7,5/16/10,24.1,NA,600,moderate
170C,female,8.7,5/21/11,25.2,NA,595,moderate
170C,female,10.7,5/20/13,28,NA,905,moderate
170C,female,13.8,6/24/16,32.5,NA,1045,moderate
170C,female,15.7,6/3/18,31.7,NA,1425,moderate
170C,female,15.9,9/3/18,33.4,NA,1420,moderate
171A,female,NA,3/22/88,24.77,33.02,660,moderate
171A,female,NA,3/22/94,26.5,33,725,moderate
171B,male,NA,6/29/01,23.6,30.1,NA,moderate
171B,male,NA,5/14/04,25,30.9,555,moderate
172A,male,NA,3/22/94,23.5,31.3,521,moderate
172A,male,NA,3/20/95,24.3,32.6,568,moderate
172B,female,4.5,3/22/88,17.46,23.5,240,moderate
172B,female,8.5,3/22/92,21.59,28.58,393,moderate
172B,female,10.5,3/21/94,27.3,35.7,802,moderate
172B,female,16.5,3/22/00,30.5,38.2,1050,moderate
172B,female,17.7,5/12/01,29.4,37.5,890,moderate
172B,female,18.8,6/24/02,29.5,38.1,895,moderate
172B,female,18.8,7/6/02,29.2,38.5,970,moderate
172B,female,19.7,5/16/03,29.5,38.3,800,moderate
172C,male,7.5,3/22/90,21.59,28.26,408,moderate
172C,male,11.5,3/21/94,23.9,30.6,505,moderate
172C,male,18.7,5/11/01,31.4,37.5,1015,moderate
173A,male,NA,3/22/90,37.15,45.72,2030,moderate
173A,male,NA,3/23/92,38.1,46.04,2330,moderate
173B,female,9.7,5/11/05,25,31.9,455,moderate
174A,male,5.5,3/21/00,18.2,24.2,305,moderate
174A,male,7.7,5/18/02,19.9,26.7,290,moderate
174A,male,8.7,5/18/03,20.5,26.7,350,moderate
174A,male,14.7,5/22/09,27,33.5,909,moderate
174A,male,16.7,5/21/11,30.2,36.4,1275,moderate
174B,male,NA,6/29/01,30.8,39,NA,moderate
175A,male,NA,3/22/90,30.48,41.91,1090,moderate
175A,male,NA,3/22/92,32.39,42.86,1388,moderate
175A,male,NA,3/22/94,38.6,47.2,2065,moderate
175A,male,NA,3/20/95,38,46.8,2093,moderate
175A,male,NA,3/23/96,37.9,47.3,2040,moderate
175A,male,NA,3/12/98,38.5,47.4,2180,moderate
175A,male,NA,5/18/02,39,47,1980,moderate
175A,male,NA,5/16/03,NA,NA,NA,moderate
175B,female,6.7,5/11/05,20.5,26.4,334,moderate
176A,female,8.5,3/22/90,22.86,30.48,470,moderate
176A,female,14.5,3/24/96,27.5,34.1,840,moderate
176A,female,16.5,3/12/98,28.8,35.9,960,moderate
176A,female,19.7,5/12/01,29.5,36.2,1155,moderate
176A,female,20.7,5/18/02,31.5,37,1274,moderate
176A,female,21.7,5/16/03,30.8,37.5,1335,moderate
176A,female,22.7,5/15/04,31.1,37.4,1113,moderate
176A,female,26.5,3/29/08,33.2,38.4,1675,moderate
176A,female,28.5,5/16/10,34.3,38.7,1888,moderate
176B,male,5.8,6/22/02,19.3,26,275,moderate
176B,male,6.7,5/16/03,20.5,27.1,310,moderate
176B,male,8.7,5/12/05,21.6,28.8,398,moderate
176B,male,11.7,5/14/08,25.5,32.7,503,moderate
176B,male,12.7,5/20/09,26.8,34.1,808,moderate
176B,male,13.5,4/2/10,27.7,36.2,910,moderate
176B,male,13.7,5/16/10,28.8,36.3,883,moderate
176B,male,14.7,5/21/11,31,39,1150,moderate
176B,male,16.7,5/20/13,35.2,42.5,1640,moderate
176B,male,18.7,5/21/15,37,44.2,2190,moderate
176B,male,19.7,5/26/16,39.2,44.2,2405,moderate
178A,female,8.5,3/24/90,24.13,31.43,490,moderate
178A,female,13.5,3/21/95,26.2,32,607,moderate
178A,female,14.5,3/24/96,25.7,31.5,665,moderate
178A,female,18.5,3/22/00,27,32,815,moderate
178A,female,19.7,5/12/01,27.5,32.5,800,moderate
178A,female,20.7,5/18/02,28.2,33,950,moderate
178A,female,20.8,7/7/02,28.2,NA,NA,moderate
178A,female,21.7,5/16/03,28.5,33.4,935,moderate
178A,female,22.7,5/14/04,28.1,33.6,780,moderate
178A,female,23.7,5/11/05,29,34,1171,moderate
178B,male,3.8,6/30/02,17.2,22.3,165,moderate
178B,male,5.7,5/14/04,19.1,24.5,260,moderate
178B,male,9.7,5/14/08,26,32.8,737,moderate
178B,male,10.7,5/20/09,28.7,36,1040,moderate
178B,male,11.7,5/16/10,30.7,38,1027,moderate
178B,male,12.7,5/21/11,31.9,39.6,1180,moderate
178B,male,14.7,5/20/13,34.5,40.4,1415,moderate
178B,male,16.7,5/20/15,36,40.7,1950,moderate
178B,male,17.7,5/18/16,37.3,42.2,2078,moderate
178B,male,17.9,9/8/16,38,42,2160,moderate
178B,male,18.7,5/18/17,37.2,42.9,2170,moderate
178B,male,20.7,5/23/19,38,43,2226,moderate
179A,male,NA,3/24/90,31.75,40.64,1245,moderate
179A,male,NA,3/22/92,34.93,41.28,1632,moderate
179A,male,NA,3/21/94,40.4,44,2400,moderate
179A,male,NA,3/21/95,41.5,46.5,2985,moderate
179A,male,NA,3/23/96,41,45.5,2990,moderate
179A,male,NA,3/21/00,42,45,3040,moderate
179A,male,NA,5/14/01,40,NA,NA,moderate
179B,female,NA,5/12/05,22.5,29.5,486,moderate
179B,female,NA,5/18/16,26.5,31.5,710,moderate
181A,male,6.5,3/24/90,20.32,27.94,326,moderate
181A,male,11.5,3/21/95,26,34.2,680,moderate
181A,male,12.5,3/24/96,26.5,35.2,740,moderate
181A,male,14.5,3/12/98,30.1,38.4,1030,moderate
181A,male,16.5,3/22/00,32,42,1535,moderate
181A,male,21.5,5/12/05,NA,NA,NA,moderate
181B,female,5.7,5/12/05,19,25.5,303,moderate
181B,female,NA,5/16/10,26.1,33.7,725,moderate
181B,female,NA,5/18/16,29,36.1,810,moderate
182A,female,NA,3/24/90,25.08,33.34,678,moderate
182A,female,NA,3/22/92,26.35,34.29,727,moderate
182A,female,NA,3/21/94,28,35,840,moderate
183A,male,6.5,3/24/90,21.27,28.26,333,moderate
183A,male,8.5,3/23/92,21.59,29.53,403,moderate
183A,male,10.5,3/21/94,25.5,32.5,705,moderate
183A,male,11.5,3/21/95,29.2,36.7,910,moderate
183A,male,12.5,3/24/96,31.9,40.2,1420,moderate
183A,male,14.5,3/12/98,37.7,45.5,2380,moderate
183A,male,16.5,3/22/00,43,49.5,3325,moderate
183A,male,17.7,5/12/01,42.8,50.3,3405,moderate
183A,male,18.7,5/19/02,42.5,50.4,3445,moderate
183A,male,19.7,5/18/03,43,49.6,3356,moderate
183A,male,20.7,5/15/04,42.5,49.8,3300,moderate
183B,female,NA,5/14/08,24,32.1,575,moderate
183B,female,NA,5/20/09,26.5,35.3,845,moderate
183B,female,NA,5/16/10,27,34.3,792,moderate
183B,female,NA,5/20/13,29,36.4,970,moderate
184A,female,7.5,3/24/90,22.23,28.58,435,moderate
184A,female,9.5,3/22/92,24.45,29.85,611,moderate
184A,female,11.5,3/21/94,26,31,635,moderate
184A,female,12.5,3/20/95,28,32.3,843,moderate
184A,female,13.5,3/23/96,28,32.5,882,moderate
184A,female,15.5,3/12/98,30.8,36.5,1260,moderate
184A,female,17.5,3/21/00,32,37.7,1510,moderate
184A,female,18.7,5/12/01,32.8,36.5,1520,moderate
184A,female,19.7,5/18/02,34,37.2,1670,moderate
184A,female,19.8,6/27/02,34,NA,NA,moderate
184A,female,20.7,5/16/03,34,NA,1000,moderate
184A,female,21.7,5/14/04,35.2,NA,830,moderate
184B,male,NA,3/22/94,26.5,NA,760,moderate
184B,male,NA,3/20/95,28.1,NA,825,moderate
184B,male,NA,3/23/96,29.6,NA,1190,moderate
184B,male,NA,3/12/98,36,NA,2080,moderate
184B,male,NA,3/21/00,40,NA,3130,moderate
184B,male,NA,5/11/01,40.2,NA,3325,moderate
184B,male,NA,5/18/02,41.5,NA,3931,moderate
184B,male,NA,5/16/03,43.5,NA,3742,moderate
184B,male,NA,5/14/04,42,NA,3115,moderate
185A,female,6.5,3/24/90,20.32,29.21,347,moderate
185A,female,8.5,3/22/92,22.23,31.43,416,moderate
185B,male,4.7,5/14/04,18.1,24.4,205,moderate
185B,male,5.7,5/16/05,19.2,26,271,moderate
185B,male,8.7,5/14/08,24.3,31.2,543,moderate
185B,male,9.7,5/22/09,27.1,33.6,800,moderate
185B,male,10.7,5/16/10,28,36.3,977,moderate
185B,male,11.7,5/22/11,30.7,38,1190,moderate
185B,male,13.7,5/20/13,33.2,40.8,1486,moderate
185B,male,15.7,5/20/15,36,41.8,1736,moderate
185B,male,16.7,5/23/16,34.5,41.8,1850,moderate
185B,male,17.7,5/18/17,35.5,42,1905,moderate
186A,male,NA,3/24/90,31.12,41.59,1178,moderate
186A,male,NA,3/22/92,32.07,41.91,1363,moderate
186A,male,NA,3/15/93,34,44,1646,moderate
186A,male,NA,3/22/94,35.8,44,1778,moderate
186A,male,NA,3/12/98,39.8,48,2570,moderate
186A,male,NA,5/14/01,36,NA,NA,moderate
186B,female,NA,5/14/08,24,29.8,479,moderate
186B,female,NA,5/20/09,24.5,31.7,651,moderate
186B,female,NA,5/17/16,26.6,33.3,608,moderate
186B,female,NA,5/23/19,26.7,33,710,moderate
187A,male,NA,3/24/90,24.45,32.39,530,moderate
187A,male,NA,3/23/96,31.5,38.7,1285,moderate
187A,male,NA,3/21/00,37,43,2405,moderate
187A,male,NA,5/11/01,38.5,44.7,2440,moderate
187A,male,NA,5/18/02,41.5,44.9,3100,moderate
187A,male,NA,5/18/03,41.5,45.5,2769,moderate
187A,male,NA,5/11/05,41.2,46.6,2537,moderate
187B,female,NA,5/14/08,21.7,30.2,365,moderate
187B,female,NA,5/16/10,23.5,32.5,537,moderate
187B,female,NA,5/19/13,26.4,34.3,716,moderate
187B,female,NA,5/19/17,27.5,35.8,730,moderate
187B,female,NA,5/19/19,28.2,36,800,moderate
"""187B""",female,NA,5/16/10,26.1,33.7,725,moderate
181/7,female,NA,5/18/16,29,36.1,810,moderate
188A,female,NA,3/24/90,29.85,38.42,930,moderate
188B,male,NA,3/22/94,23.8,30,490,moderate
188B,male,NA,3/21/00,30.5,37.5,1180,moderate
188B,male,NA,6/16/01,30.6,39.1,NA,moderate
188B,male,NA,5/19/02,31,37.5,1170,moderate
188C,female,5.7,5/14/08,18.9,26,253,moderate
188C,female,12.7,5/20/15,25,32.3,650,moderate
188C,female,14.7,5/19/17,25.3,NA,755,moderate
188C,female,16.7,5/19/19,26,NA,650,moderate
189A,male,NA,3/24/90,35.56,NA,1425,moderate
189B,female,5.7,5/14/08,19,27.1,295,moderate
189B,female,6.7,5/20/09,21.5,30.4,446,moderate
189B,female,7.7,5/16/10,23,33,540,moderate
189B,female,8.7,5/21/11,24.9,33.5,576,moderate
189B,female,10.7,5/19/13,NA,NA,768,moderate
189B,female,12.7,5/21/15,28.1,37.1,932,moderate
189B,female,13.7,5/22/16,29.5,38.2,1188,moderate
189B,female,13.9,9/8/16,28.8,38.1,960,moderate
189B,female,14.7,5/19/17,29.4,38.7,1045,moderate
190A,male,6.5,3/24/90,20.32,29.21,330,moderate
190A,male,9.5,3/15/93,24.3,32.9,565,moderate
190A,male,10.5,3/21/94,25.8,34.5,665,moderate
190A,male,11.5,3/20/95,28,36.9,910,moderate
190A,male,12.5,3/23/96,31.5,40.9,1300,moderate
190A,male,14.5,3/12/98,36.5,47.1,2380,moderate
190A,male,16.5,3/21/00,NA,51,3770,moderate
190A,male,17.7,5/11/01,42.1,52.6,3590,moderate
190A,male,18.7,5/18/02,43.8,54,3595,moderate
190A,male,19.7,5/16/03,45,53.6,3893,moderate
190A,male,20.7,5/14/04,45.5,51.9,4085,moderate
190A,male,21.7,5/11/05,46.8,53.2,4332,moderate
190B,male,6.7,5/14/08,19.9,26.4,340,moderate
190B,male,7.7,5/20/09,21.7,29.1,450,moderate
190B,male,8.7,5/16/10,23.7,31.5,608,moderate
190B,male,9.7,5/21/11,26.4,36,817,moderate
190B,male,11.7,5/20/13,33.1,43.3,1565,moderate
190B,male,13.7,5/20/15,40.5,48.1,2903,moderate
190B,male,14.7,5/17/16,41,50.2,3308,moderate
190B,male,16.9,9/3/18,41.2,50.4,3390,moderate
190B,male,17.7,5/19/19,42,49.8,3450,moderate
191A,male,7.5,3/24/90,22.86,29.85,414,moderate
191A,male,9.5,3/22/92,24.45,30.8,545,moderate
191A,male,11.5,3/21/94,26.2,32.5,660,moderate
191A,male,13.5,3/23/96,29.5,36,995,moderate
191A,male,15.5,3/12/98,32.2,38.5,1380,moderate
191A,male,17.5,3/21/00,35.5,41.5,1860,moderate
191A,male,18.7,5/11/01,36.8,42.4,2235,moderate
191A,male,19.7,5/18/02,40,43.7,2675,moderate
191A,male,20.7,5/16/03,40.2,44.8,2831,moderate
191A,male,22.7,5/12/05,41,44,2723,moderate
191B,female,NA,5/14/08,22,29.4,370,moderate
191B,female,NA,5/21/11,26.1,34,730,moderate
191B,female,NA,5/20/13,26.8,34.5,750,moderate
191B,female,NA,5/20/15,29.2,36,990,moderate
191B,female,NA,5/18/16,29.5,36.7,1013,moderate
191B,female,NA,9/8/16,29.3,37.2,925,moderate
191B,female,NA,5/18/17,31,38.1,1089,moderate
191B,female,NA,5/19/19,31.4,38.4,1285,moderate
192A,female,5.5,3/24/90,18.42,25.4,224,moderate
192A,female,9.5,3/21/94,22,29.4,395,moderate
192A,female,11.5,3/23/96,23.5,32,546,moderate
192A,female,13.5,3/12/98,26.8,36.4,900,moderate
192A,female,15.5,3/21/00,29,37.2,1070,moderate
192B,male,NA,5/14/04,29.2,36.4,930,moderate
192B,male,NA,5/14/08,30.6,35.1,926,moderate
192B,male,NA,5/16/10,29.6,35.1,1077,moderate
193A,male,4.5,3/24/90,17.15,24.13,212,moderate
193A,male,6.5,3/22/92,19.05,26.67,268,moderate
193A,male,8.5,3/21/94,23,30.5,446,moderate
193B,female,4.7,5/14/08,17.4,24.3,200,moderate
193B,female,7.7,5/22/11,22.5,30.5,425,moderate
193B,female,9.7,5/19/13,24,32.3,490,moderate
194A,female,8.5,3/24/90,22.54,31.43,NA,moderate
194A,female,10.5,3/22/92,23.81,32.07,510,moderate
194A,female,13.5,3/21/95,26.7,35.4,740,moderate
194A,female,14.5,3/24/96,26,35.1,780,moderate
194A,female,16.5,3/12/98,29.3,37.3,950,moderate
194A,female,19.8,6/20/01,33.5,41.8,NA,moderate
194A,female,20.8,6/18/02,33.5,41.2,NA,moderate
194A,female,20.8,6/22/02,33.5,41.2,NA,moderate
194A,female,26.7,3/29/08,35.8,43.3,2100,moderate
194B,male,6.7,5/14/04,19.8,25.5,245,moderate
194B,male,10.7,5/14/08,24.1,30.7,458,moderate
194B,male,11.7,5/20/09,25.3,32.4,658,moderate
194B,male,12.5,4/2/10,26.3,34.4,720,moderate
194B,male,12.7,5/16/10,26,34.1,840,moderate
194B,male,13.7,5/21/11,29.9,37.6,1128,moderate
194B,male,15.7,5/20/13,33.5,41.3,1435,moderate
194B,male,17.7,5/20/15,37.5,43.3,2140,moderate
194B,male,18.7,5/18/16,37.4,43.5,2075,moderate
195A,female,NA,3/24/90,27.94,37.15,780,moderate
195A,female,NA,3/24/96,30,NA,905,moderate
195A,female,NA,5/14/01,31.3,NA,950,moderate
195A,female,NA,5/18/03,31.2,NA,1245,moderate
195B,male,NA,3/22/94,30.8,36.6,962,moderate
195B,male,NA,3/20/95,31,37.5,1015,moderate
195B,male,NA,3/21/00,39.5,44,2475,moderate
195B,male,NA,5/14/01,38.5,45.7,2365,moderate
195B,male,NA,6/22/02,39.5,44,2310,moderate
195B,male,NA,5/16/03,39.5,45,2260,moderate
196A,male,8.5,3/24/90,23.81,NA,460,moderate
196A,male,10.5,3/23/92,23.81,NA,560,moderate
196A,male,12.5,3/22/94,26.3,NA,740,moderate
