animal_id,sex,age,date,svl,tail-length,body-mass,feeding,,,,
17B,female,5.5,3/21/92,19.37,24.45,362,high,,,,
17B,female,7.5,3/19/94,23.4,28,500,high,,,,
17B,female,8.5,3/19/95,23.5,29.2,565,high,,,,
17B,female,11.5,3/10/98,26.2,32,800,high,,,,
17B,female,13.5,3/20/00,27.5,33.3,855,high,,,,
17B,female,15.7,5/15/02,28.5,33.2,835,high,,,,
17B,female,16.7,5/15/03,29.1,35,1061,high,,,,
17B,female,17.7,5/14/04,29.5,34.7,885,high,,,,
17B,female,21.7,5/12/08,29.7,34.9,955,high,,,,
17B,female,22.7,5/18/09,30.3,35.6,986,high,,,,
17B,female,26.7,5/22/13,30.9,35.4,926,high,,,,
17B,female,28.7,5/19/15,30.2,NA,830,high,,,,
17B,female,30.7,5/16/17,29.9,35.1,760,high,,,,
17D,male,NA,3/10/98,26,34.4,770,high,,,,
17D,male,NA,3/20/00,31,41,1420,high,,,,
17D,male,NA,5/10/01,35.5,44.2,1765,high,,,,
17D,male,NA,5/15/02,38.5,46.5,2482,high,,,,
17E,female,NA,6/26/02,25.5,33.8,585,high,,,,
17F,male,NA,5/18/15,21.9,30.3,402,high,,,,
17F,male,NA,5/19/16,24.1,33.2,565,high,,,,
17/0A,female,7.5,3/22/96,22,28.4,403,high,,,,
17/0A,female,11.5,3/20/00,25.2,32.2,714,high,,,,
17/0A,female,12.7,5/10/01,26.7,33.2,800,high,,,,
17/0A,female,13.7,5/16/02,26.7,33.7,797,high,,,,
17/0A,female,14.7,5/15/03,28.1,34.6,920,high,,,,
17/0B,male,6.8,5/15/02,21,29.8,396,high,,,,
17/0B,male,7.7,5/19/03,22.5,32,531,high,,,,
17/0B,male,8.7,5/12/04,24.5,33.4,517,high,,,,
17/0B,male,9.7,5/13/05,26.2,35.1,708,high,,,,
17/0B,male,12.7,5/11/08,30.3,40.3,1080,high,,,,
17/0B,male,13.7,5/18/09,30.6,40.5,1125,high,,,,
17/0B,male,14.5,4/2/10,30.7,40.3,1170,high,,,,
17/0B,male,14.7,5/12/10,32,40.2,1110,high,,,,
17/0B,male,15.7,5/16/11,33.5,42,1493,high,,,,
17/0B,male,16.6,4/20/12,33.5,42.7,167,high,,,,
17/0B,male,17.7,5/17/13,37.6,45.4,2150,high,,,,
18D,male,3.7,5/19/16,16.7,22.9,170,high,,,,
18E,female,NA,5/19/16,27.3,36.1,807,high,,,,
18/0A,female,NA,3/22/96,26.1,33.7,610,high,,,,
18/0A,female,NA,6/18/02,26.8,35.4,570,high,,,,
18/0A,female,NA,5/14/04,27.4,35,360,high,,,,
18/0B,male,NA,3/10/98,32.5,42.5,1470,high,,,,
18/0B,male,NA,5/14/01,40.7,48.9,3025,high,,,,
18/0C,male,3.7,5/19/16,16.1,23,170,high,,,,
18/0C,male,4.7,5/14/17,18,24.5,220,high,,,,
18/0C,male,5.7,6/1/18,20.1,28.3,375,high,,,,
18/0C,male,5.9,9/2/18,22,30,405,high,,,,
18/0C,male,6.7,5/18/19,22.7,30.8,465,high,,,,
19C,male,NA,6/22/01,29.5,39,NA,high,,,,
19C,male,NA,5/16/04,30,39.1,875,high,,,,
19D,female,NA,5/15/02,23,NA,466,high,,,,
19E,male,3.7,5/19/16,15.1,21,155,high,,,,
19F,female,3.7,5/19/16,15.9,22.4,180,high,,,,
19/0B,male,7.5,3/10/98,23.8,30.2,530,high,,,,
19/0B,male,9.5,3/20/00,30,37,1125,high,,,,
19/0B,male,10.7,5/9/01,32.7,40.2,1550,high,,,,
19/0B,male,11.7,5/15/02,35.5,41.6,1865,high,,,,
19/0B,male,12.7,5/15/03,37,43.4,2350,high,,,,
19/0C,male,NA,5/16/11,28,37.5,720,high,,,,
19/0C,male,NA,5/17/16,32,39.7,1278,high,,,,
19/0C,male,NA,5/14/17,NA,NA,NA,high,,,,
20H,female,NA,5/23/19,25.4,35.6,680,high,,,,
20/30A,female,NA,3/23/00,25.5,30,733,high,,,,
20/30A,female,NA,5/15/03,26.8,30.9,709,high,,,,
20/30A,female,NA,5/13/04,27,NA,704,high,,,,
20/30A,female,NA,5/14/05,26.7,NA,775,high,,,,
20/30A,female,NA,5/12/08,28.7,NA,834,high,,,,
20/30A,female,NA,5/14/10,28.9,NA,795,high,,,,
20/30A,female,NA,5/17/11,28.5,NA,640,high,,,,
20/30A,female,NA,5/19/15,28.1,NA,805,high,,,,
20/30A,female,NA,5/19/16,29,NA,786,high,,,,
20/30A,female,NA,5/23/19,29.7,NA,1095,high,,,,
20/60A,female,NA,5/18/13,28.5,36.1,740,high,,,,
20/60A,female,NA,5/20/16,28.5,36.2,645,high,,,,
20/60B,male,NA,5/16/13,27.3,38,815,high,,,,
20/60B,male,NA,5/17/15,29.7,41,1067,high,,,,
20/60B,male,NA,5/20/16,31,42.7,1165,high,,,,
20/60B,male,NA,5/14/17,NA,NA,NA,high,,,,
20/70A,male,4.7,5/16/13,16.8,23,170,high,,,,
20/70A,male,6.7,5/18/15,20.5,27.6,280,high,,,,
20/70A,male,7.7,5/18/16,21.8,30.4,435,high,,,,
20/70A,male,8.7,5/14/17,24,32.2,560,high,,,,
20/70A,male,9.7,6/4/18,25.7,35.8,815,high,,,,
20/70A,male,9.9,9/3/18,26.9,36.3,845,high,,,,
20/70A,male,10.7,5/18/19,27.8,37,950,high,,,,
20/80A,male,NA,5/17/13,21.3,28.7,328,high,,,,
20/80A,male,NA,5/18/15,23.2,33,555,high,,,,
20/80A,male,NA,5/18/16,27.1,35.8,750,high,,,,
20/80A,male,NA,5/14/17,27,37.8,790,high,,,,
20/90A,female,4.7,5/17/13,17.5,23.8,194,high,,,,
20/90A,female,6.7,5/18/15,18.1,25.5,235,high,,,,
20/90A,female,7.7,5/19/16,19,25.8,240,high,,,,
20/90A,female,8.7,5/14/17,19.9,26.6,267,high,,,,
20/90A,female,9.7,6/1/18,20.4,27.4,400,high,,,,
20/90A,female,9.9,9/2/18,21,28.8,385,high,,,,
21E,female,NA,5/19/16,24.1,32.5,522,high,,,,
21E,female,NA,5/17/17,24.7,34.5,635,high,,,,
21E,female,NA,5/18/19,26.5,37,735,high,,,,
21/7A,female,0,10/5/02,8.8,12.7,31.7,high,,,,
21/7A,female,13.7,5/19/16,23.7,32.2,466,high,,,,
21/7A,female,14.7,5/17/17,23.8,32.7,418,high,,,,
21/7A,female,16.7,5/23/19,25.2,33.7,675,high,,,,
21/0B,female,NA,3/10/98,26.4,34.6,740,high,,,,
21/0B,female,NA,3/19/00,28,35.5,800,high,,,,
21/0B,female,NA,5/9/01,28.5,36,870,high,,,,
21/0B,female,NA,5/15/02,29.3,37.2,1000,high,,,,
21/0B,female,NA,7/4/02,29.3,NA,NA,high,,,,
21/0B,female,NA,5/15/03,30.6,37.2,1064,high,,,,
21/0B,female,NA,5/12/04,31,37.2,1037,high,,,,
21/0B,female,NA,5/13/05,29.7,37.7,1072,high,,,,
21/0B,female,NA,5/11/08,31.8,38.7,1335,high,,,,
21/0B,female,NA,5/19/09,32.2,39.3,1355,high,,,,
21/0C,female,NA,5/18/16,26.1,34.5,705,high,,,,
21/0C,female,NA,9/2/16,25.7,33.6,590,high,,,,
21/0C,female,NA,5/14/17,26.2,34.5,665,high,,,,
22D,male,4.8,6/23/01,17.8,NA,NA,high,,,,
22F,male,4.7,5/19/16,17,NA,213,high,,,,
22F,male,7.7,5/18/19,24.2,NA,585,high,,,,
22G,female,NA,5/19/16,25.7,32.4,580,high,,,,
22/7A,male,13.7,5/19/16,24.7,33.6,550,high,,,,
22/7A,male,14.7,5/17/17,26,33.9,610,high,,,,
22/9A,male,NA,5/12/04,29.2,39.5,898,high,,,,
22/9A,male,NA,5/13/05,30,40.2,1050,high,,,,
22/9A,male,NA,5/11/08,31.4,41.9,1279,high,,,,
22/9A,male,NA,5/18/09,31.2,42.3,1480,high,,,,
22/9A,male,NA,5/16/11,32.5,43,1479,high,,,,
22/9B,female,NA,5/12/04,27.2,35.6,606,high,,,,
22/9C,male,NA,5/14/03,28.7,38.7,892,high,,,,
22/0A,male,8.5,3/22/96,23.1,NA,510,high,,,,
22/0A,male,10.5,3/10/98,25,NA,690,high,,,,
22/0A,male,12.5,3/20/00,28,NA,945,high,,,,
22/0A,male,13.7,5/10/01,28.5,NA,570,high,,,,
22/0A,male,14.7,5/15/02,30,NA,1025,high,,,,
22/0C,male,NA,6/26/02,37,45.4,1340,high,,,,
23B,female,NA,3/19/94,27.5,34.2,790,high,,,,
23B,female,NA,3/11/98,27.7,36.7,1000,high,,,,
23B,female,NA,3/20/00,28.5,36.5,930,high,,,,
23B,female,NA,5/10/01,28.2,37,950,high,,,,
23B,female,NA,6/30/02,30.1,36.4,1050,high,,,,
23B,female,NA,5/15/05,29.7,37.3,934,high,,,,
23C,male,6.5,3/22/96,21,27.6,330,high,,,,
23C,male,8.5,3/11/98,23.2,30.7,505,high,,,,
23C,male,10.5,3/23/00,26.5,34.5,788,high,,,,
23C,male,11.7,5/10/01,28.5,37,820,high,,,,
23C,male,12.7,5/16/02,30,39.4,1124,high,,,,
23C,male,13.7,5/17/03,33.5,41.7,1482,high,,,,
23C,male,14.7,5/12/04,34.5,42.7,1714,high,,,,
23D,male,NA,5/16/04,32.1,39.9,1365,high,,,,
23D,male,NA,5/14/10,31.8,39.7,905,high,,,,
23D,male,NA,5/19/11,32.3,39.3,720,high,,,,
23/6B,female,5.7,5/13/04,19,26.3,263,high,,,,
23/6B,female,16.7,5/18/15,28.2,35.2,684,high,,,,
23/6B,female,17.7,5/20/16,28,35.7,770,high,,,,
23/7A,male,NA,5/15/03,26.1,33.2,735,high,,,,
23/7A,male,NA,5/12/04,26.8,34.2,707,high,,,,
23/7A,male,NA,5/13/05,27.8,35.5,837,high,,,,
23/8A,female,1.7,5/17/03,12.6,16.9,62,high,,,,
23/8A,female,3.7,5/15/05,14.7,19.3,105,high,,,,
23/9A,male,NA,5/17/03,31,39.5,1058,high,,,,
23/0A,male,NA,3/22/96,27.8,36.6,722,high,,,,
23/0A,male,NA,3/20/00,32.5,41.6,1535,high,,,,
23/0A,male,NA,5/9/01,35,44.5,1940,high,,,,
23/0A,male,NA,5/15/02,38.5,47.4,2685,high,,,,
23/0A,male,NA,5/15/03,40.3,48.8,3321,high,,,,
23/0A,male,NA,5/11/04,42.5,48.8,3695,high,,,,
24D,male,NA,5/16/04,28,36.4,847,high,,,,
24D,male,NA,9/2/16,32.3,40.3,1270,high,,,,
24D,male,NA,5/14/17,33,40.2,1320,high,,,,
24F,female,NA,5/19/16,22.6,29.7,440,high,,,,
24/6B,female,NA,5/13/04,24.3,31.7,455,high,,,,
24/6B,female,NA,5/13/05,25.2,33.5,596,high,,,,
24/6B,female,NA,5/12/08,26,34.7,705,high,,,,
24/6B,female,NA,5/18/09,27.3,35.1,755,high,,,,
24/6B,female,NA,5/16/11,27.7,35.7,800,high,,,,
24/6B,female,NA,5/18/13,28.5,36.4,840,high,,,,
24/6B,female,NA,5/17/15,28,36.8,730,high,,,,
24/6B,female,NA,9/8/16,28.2,37.1,745,high,,,,
24/6B,female,NA,5/16/17,29,37,820,high,,,,
24/0B,female,12.7,5/21/13,24.1,31.2,554,high,,,,
24/0B,female,15.7,5/19/16,24.5,31.6,465,high,,,,
24/0B,female,16.7,5/17/17,24.7,31.5,425,high,,,,
24/0B,female,18.7,5/23/19,24.5,31.3,445,high,,,,
25C,male,7.5,3/12/93,22.2,27.2,370,high,,,,
25C,male,8.5,3/19/94,23,30.2,468,high,,,,
25C,male,9.5,3/18/95,25,32.5,635,high,,,,
25C,male,10.5,3/22/96,27,36.3,820,high,,,,
25C,male,12.5,3/11/98,32,40.5,1450,high,,,,
25C,male,14.5,3/20/00,37.5,45.5,2440,high,,,,
25C,male,16.7,5/15/02,42,48.5,3265,high,,,,
25C,male,17.7,5/17/03,43.5,49,3688,high,,,,
25F,male,4.7,5/18/15,18.1,25.8,286,high,,,,
25F,male,5.7,5/19/16,20.5,28.8,362,high,,,,
25F,male,5.8,6/25/16,21.5,29.7,368,high,,,,
25G,male,NA,5/19/16,25.8,35.6,660,high,,,,
25G,male,NA,5/18/19,28.2,38.6,1012,high,,,,
25/6A,male,NA,5/12/04,25.5,32.5,585,high,,,,
25/6A,male,NA,5/13/05,26.5,34.5,715,high,,,,
25/6A,male,NA,5/11/08,30.5,37.7,1050,high,,,,
25/6A,male,NA,5/18/09,31.8,39.3,1476,high,,,,
25/6A,male,NA,5/12/10,33.5,41.5,1675,high,,,,
25/6A,male,NA,5/19/11,36.1,44.1,2074,high,,,,
25/6A,male,NA,5/18/13,39.5,47.3,2640,high,,,,
25/6B,female,NA,5/13/04,28.9,37.2,688,high,,,,
25/6B,female,NA,5/14/05,28.7,36.7,873,high,,,,
25/6B,female,NA,5/12/08,29.2,37.6,852,high,,,,
25/6B,female,NA,5/19/09,29,38,975,high,,,,
25/6B,female,NA,5/17/11,29,38.1,883,high,,,,
25/6B,female,NA,5/17/17,28.8,38.6,640,high,,,,
25/7A,male,NA,5/12/04,22,29.7,495,high,,,,
25/7A,male,NA,5/13/05,23.3,31.9,540,high,,,,
25/7A,male,NA,3/28/08,30.4,39.3,1200,high,,,,
25/7A,male,NA,5/11/08,30.5,39.8,1236,high,,,,
25/7A,male,NA,5/18/09,32.6,42.6,1345,high,,,,
25/7A,male,NA,5/13/10,35.3,44.6,1828,high,,,,
25/7B,female,NA,5/13/04,24,31.5,392,high,,,,
25/8A,female,NA,5/16/04,23,26.7,390,high,,,,
25/8A,female,NA,5/12/08,23.8,27.4,445,high,,,,
25/8A,female,NA,5/19/11,24.7,NA,488,high,,,,
25/8B,male,NA,5/12/04,32,40.8,983,high,,,,
25/8B,male,NA,5/13/08,35.5,44.1,1405,high,,,,
25/8B,male,NA,5/19/11,37.2,46,1116,high,,,,
25/9A,male,NA,5/12/04,23.8,31,446,high,,,,
25/9A,male,NA,5/11/08,29,NA,928,high,,,,
25/9A,male,NA,5/18/09,30.3,38.9,890,high,,,,
25/9A,male,NA,5/13/10,33,40.5,1340,high,,,,
25/9A,male,NA,5/16/11,34,42,1484,high,,,,
25/9A,male,NA,5/17/13,35.6,43.3,1785,high,,,,
25/9B,female,2.7,5/16/04,15,21.8,140,high,,,,
26C,male,NA,6/23/01,24.7,32.7,NA,high,,,,
26D,female,NA,5/16/04,29,37.4,805,high,,,,
26D,female,NA,5/23/19,28.7,38,765,high,,,,
26E,male,4.7,5/18/15,18,NA,245,high,,,,
26E,male,5.7,5/19/16,20.1,NA,355,high,,,,
26E,male,6.7,5/17/17,21.4,NA,380,high,,,,
26E,male,8.7,5/23/19,25.5,NA,680,high,,,,
26F,female,NA,6/25/16,30,39.2,1040,high,,,,
27C,female,NA,3/18/95,25.5,35.5,735,high,,,,
27C,female,NA,3/22/96,27,36.2,740,high,,,,
27C,female,NA,3/10/98,28,36.9,850,high,,,,
27C,female,NA,3/20/00,25,38,1100,high,,,,
27C,female,NA,5/10/01,30.2,38.5,990,high,,,,
27C,female,NA,7/7/01,30.2,NA,NA,high,,,,
27C,female,NA,5/15/02,30.8,39.5,1200,high,,,,
27C,female,NA,6/30/02,30.8,NA,NA,high,,,,
27C,female,NA,5/15/03,31.1,39.1,1190,high,,,,
27C,female,NA,5/12/04,32,39.4,1095,high,,,,
27C,female,NA,5/13/05,31.8,39.2,1091,high,,,,
27D,male,NA,3/23/00,37.5,45,2385,high,,,,
27D,male,NA,5/14/01,38.2,46,2060,high,,,,
27D,male,NA,5/17/02,38.7,46,2118,high,,,,
27D,male,NA,5/15/04,37.4,46.1,1648,high,,,,
27D,male,NA,5/13/05,38.1,45.3,1790,high,,,,
27F,male,NA,5/17/17,26,34.8,750,high,,,,
27F,male,NA,5/18/19,29.9,39.7,1020,high,,,,
27/0A,female,3.5,3/22/96,15.6,21.1,143,high,,,,
27/0A,female,11.7,5/13/04,19,25.6,225,high,,,,
27/0A,female,24.7,5/17/17,25.2,31.7,275,high,,,,
27/0A,female,26.7,5/23/19,26.8,32.4,710,high,,,,
28B,female,NA,3/21/92,28.89,39.05,880,high,,,,
28B,female,NA,3/13/98,30.7,38.7,1200,high,,,,
28B,female,NA,6/18/01,29.5,39.2,NA,high,,,,
28D,male,NA,5/19/15,21.5,28.7,359,high,,,,
28D,male,NA,5/18/16,23.3,31.7,510,high,,,,
28D,male,NA,9/2/16,23.8,32.5,540,high,,,,
28D,male,NA,5/14/17,25.5,34.5,675,high,,,,
28E,female,NA,5/19/16,23.9,32.1,532,high,,,,
28/0A,female,NA,3/22/96,28,36.6,860,high,,,,
28/0A,female,NA,3/20/00,29,37.5,845,high,,,,
28/0A,female,NA,5/10/01,29.7,37.8,1060,high,,,,
28/0A,female,NA,7/5/01,29.7,NA,NA,high,,,,
28/0A,female,NA,5/15/02,30,38.2,1025,high,,,,
28/0A,female,NA,5/12/04,30.8,39.1,1105,high,,,,
29C,female,6.5,3/12/93,19.8,27.1,330,high,,,,
29C,female,7.5,3/19/94,22.2,29.3,441,high,,,,
29C,female,8.5,3/18/95,24,31.2,595,high,,,,
29C,female,9.5,3/22/96,25.3,34.3,725,high,,,,
29C,female,11.5,3/11/98,27.5,36,940,high,,,,
29C,female,13.5,3/20/00,28.5,37.3,990,high,,,,
29C,female,14.7,5/13/01,30,38.6,1200,high,,,,
29C,female,NA,7/5/01,30,NA,NA,high,,,,
29C,female,15.7,5/15/02,30.3,39.1,1275,high,,,,
29C,female,NA,7/5/02,30.3,NA,NA,high,,,,
29C,female,16.7,5/17/03,31,39.8,1272,high,,,,
29C,female,17.7,5/12/04,31,39.2,1030,high,,,,
29D,male,5.7,5/9/01,19.2,26.4,300,high,,,,
29D,male,6.7,5/15/02,21.1,27.5,355,high,,,,
29D,male,7.7,5/15/03,23.5,31.5,582,high,,,,
29D,male,8.7,5/12/04,25.5,33.7,642,high,,,,
29D,male,9.7,5/13/05,27.5,35.7,840,high,,,,
29D,male,12.7,5/11/08,35.2,41.4,1773,high,,,,
29E,female,0.9,9/3/18,9.8,14.8,38,high,,,,
30G,male,NA,5/16/11,32.1,40.4,1395,high,,,,
30G,male,NA,5/16/13,36,43.3,1900,high,,,,
30H,female,3.7,5/22/16,15.7,22.1,142,high,,,,
30/60A,male,4.7,5/17/13,17.5,23.8,195,high,,,,
30/60A,male,6.7,5/18/15,19.8,27.1,268,high,,,,
30/60A,male,7.7,5/18/16,21.1,28.6,343,high,,,,
30/60A,male,8.7,5/14/17,21.9,29.7,375,high,,,,
30/60A,male,9.9,9/2/18,24.2,32.9,600,high,,,,
30/60A,male,10.7,5/17/19,26.1,34.1,675,high,,,,
30/70A,male,3.7,5/17/13,15.9,22.2,138,high,,,,
30/70A,male,5.7,5/18/15,20.5,28.3,290,high,,,,
30/70A,male,6.7,5/19/16,22.7,31.4,417,high,,,,
30/70A,male,6.9,9/8/16,23.4,31.9,470,high,,,,
30/70A,male,7.7,5/14/17,24.3,33.3,492,high,,,,
30/70A,male,8.9,9/2/18,26.5,36.3,690,high,,,,
30/70A,male,9.7,5/18/19,26.9,37.5,820,high,,,,
30/80A,male,NA,5/17/13,25.3,36.1,621,high,,,,
30/80B,female,NA,5/18/13,27.4,35.8,650,high,,,,
30/90A,male,NA,5/17/13,28.5,39,830,high,,,,
30/90A,male,NA,5/22/15,31.2,43.4,1255,high,,,,
30/90A,male,NA,5/19/16,32.7,44.7,1310,high,,,,
30/90A,male,NA,5/14/17,34.2,45,1585,high,,,,
30/90B,female,NA,5/18/13,21,29,330,high,,,,
30/0C,male,NA,6/27/02,31.5,41,1200,high,,,,
30/0C,male,NA,5/15/05,32.4,40.4,1110,high,,,,
30/0C,male,NA,5/18/13,31.8,40.2,1085,high,,,,
31A,male,NA,3/18/82,34.61,44.45,1550,high,,,,
31A,male,NA,3/16/83,34.29,46.99,1925,high,,,,
31A,male,NA,3/19/86,38.74,48.58,2491,high,,,,
31A,male,NA,3/23/90,39.37,49.53,2272,high,,,,
31A,male,NA,3/21/92,39.37,49.53,2295,high,,,,
31A,male,NA,3/19/94,39.5,49.5,2080,high,,,,
31A,male,NA,3/23/00,39,49,1850,high,,,,
31A,male,NA,6/22/01,39.5,49.7,NA,high,,,,
31C,male,NA,6/24/01,23,30,NA,high,,,,
31C,male,NA,5/20/02,23.2,29.9,502,high,,,,
31C,male,NA,5/14/10,28.5,35.1,834,high,,,,
31C,male,NA,5/19/11,29.1,36,765,high,,,,
31C,male,NA,5/18/13,30.3,37.4,880,high,,,,
31C,male,NA,5/22/16,31,37.3,938,high,,,,
31D,female,NA,5/19/16,26.5,36.5,670,high,,,,
31D,female,NA,5/14/17,27.5,36.9,715,high,,,,
31/7B,female,NA,7/10/02,24.8,32.9,470,high,,,,
31/7B,female,NA,5/15/04,25.1,33,585,high,,,,
31/7B,female,NA,5/18/09,27,34.7,772,high,,,,
31/8A,female,2.8,7/10/02,15.5,21.8,160,high,,,,
31/8B,male,4.8,7/10/02,18,23.7,200,high,,,,
31/8B,male,7.7,5/14/05,22.5,30.3,414,high,,,,
31/8B,male,13.7,5/17/11,30.8,39.5,948,high,,,,
31/8B,male,15.7,5/18/13,33,41.5,1350,high,,,,
31/8B,male,17.7,5/19/15,33.6,42.8,1462,high,,,,
31/8B,male,18.7,5/19/16,35.2,42.6,1510,high,,,,
31/8B,male,18.9,9/2/16,34,42.6,1755,high,,,,
31/8B,male,19.7,5/14/17,36,43.2,1795,high,,,,
31/8B,male,20.7,6/1/18,36.5,44.6,1960,high,,,,
31/8B,male,21.7,5/18/19,38.1,46.6,2380,high,,,,
31/9A,male,6.8,7/9/02,20.4,28.4,310,high,,,,
31/9A,male,8.7,5/13/04,22,30.5,352,high,,,,
31/9B,female,7.7,5/17/03,19.7,27.6,330,high,,,,
31/9B,female,8.7,5/12/04,20.3,29.5,311,high,,,,
31/9B,female,9.7,5/13/05,21.8,30.3,427,high,,,,
31/9B,female,12.7,5/11/08,26.1,34.9,675,high,,,,
31/9B,female,13.7,5/18/09,26.1,35.2,673,high,,,,
31/9B,female,14.7,5/15/10,27,35.7,775,high,,,,
31/9B,female,15.7,5/17/11,28.5,36.8,833,high,,,,
31/9B,female,17.7,5/17/13,28.5,37,770,high,,,,
31/9B,female,20.7,5/20/16,28.2,37,865,high,,,,
31/9B,female,20.9,9/8/16,28.5,36.9,645,high,,,,
31/9B,female,22.7,6/1/18,29.3,37.4,1020,high,,,,
31/9B,female,22.9,9/2/18,29.2,37.5,1015,high,,,,
31/0B,female,NA,3/11/98,25.2,33.3,640,high,,,,
31/0B,female,NA,5/10/01,26.5,34.6,660,high,,,,
31/0B,female,NA,5/17/02,27,34.4,675,high,,,,
31/0B,female,NA,5/12/04,27.6,35,610,high,,,,
31/0B,female,NA,5/13/05,27.2,34.7,723,high,,,,
31/0B,female,NA,5/12/08,28.9,34.6,800,high,,,,
31/0B,female,NA,5/17/11,27.7,35.6,650,high,,,,
31/0C,female,NA,6/25/02,25.8,33.9,630,high,,,,
31/0C,female,NA,5/14/10,30.1,38.3,1040,high,,,,
31/0C,female,NA,5/21/13,33,40.4,1222,high,,,,
31/0C,female,NA,5/17/15,33.5,41.2,1240,high,,,,
31/0C,female,NA,5/19/16,35.2,41.1,1310,high,,,,
31/0C,female,NA,5/23/19,34.3,42,1395,high,,,,
32B,female,4.5,3/12/93,17,NA,145,high,,,,
32B,female,5.5,3/19/94,17,NA,179,high,,,,
32B,female,9.5,3/11/98,19.2,NA,250,high,,,,
32B,female,11.5,3/19/00,22,NA,400,high,,,,
32B,female,12.7,5/13/01,23.5,NA,460,high,,,,
32B,female,13.7,5/15/02,24,NA,520,high,,,,
32B,female,15.7,5/12/04,25.5,NA,676,high,,,,
32B,female,16.7,5/13/05,26,NA,710,high,,,,
32B,female,19.7,5/11/08,28.3,NA,859,high,,,,
32B,female,20.7,5/19/09,29.1,NA,780,high,,,,
32B,female,22.7,5/17/11,29.5,NA,740,high,,,,
32D,female,NA,6/26/02,25,33.6,570,high,,,,
32/7B,female,NA,7/10/02,26.9,35.6,590,high,,,,
32/7B,female,NA,5/14/05,28.5,35.6,385,high,,,,
32/8B,female,4.8,7/12/02,18.5,26.1,225,high,,,,
32/8C,male,NA,5/19/03,21,28.2,367,high,,,,
32/8C,male,NA,5/22/15,27,33.4,740,high,,,,
32/9A,male,NA,7/10/02,25.8,32.5,750,high,,,,
32/9B,female,NA,5/17/13,26.9,37.6,735,high,,,,
32/9B,female,NA,5/19/16,31.3,37.3,1185,high,,,,
32/9B,female,NA,5/14/17,31,37.2,945,high,,,,
33C,female,NA,3/19/94,28.1,37.1,817,high,,,,
33C,female,NA,3/22/96,28.1,38.1,870,high,,,,
33C,female,NA,3/23/00,29,38.5,880,high,,,,
33C,female,NA,5/13/05,30.1,38.3,880,high,,,,
34A,male,NA,3/20/92,30.48,40.96,1232,high,,,,
34A,male,NA,3/11/93,35.2,44.1,1648,high,,,,
34A,male,NA,3/19/94,37,47,2180,high,,,,
34A,male,NA,3/19/95,39,49.5,2688,high,,,,
34A,male,NA,3/22/96,41.6,51.1,3450,high,,,,
34A,male,NA,3/11/98,44.5,52.7,4450,high,,,,
34A,male,NA,3/20/00,45.5,53,4970,high,,,,
34A,male,NA,5/10/01,47.5,52.8,4890,high,,,,
34D,female,NA,3/18/95,26.5,35.2,665,high,,,,
34D,female,NA,6/29/01,28,36.4,NA,high,,,,
34D,female,NA,6/26/02,27.5,35.2,650,high,,,,
34E,male,3.7,5/19/16,16.4,23.8,190,high,,,,
34E,male,6.7,5/17/19,23,32.5,487,high,,,,
34/0A,male,NA,3/22/96,30,40,930,high,,,,
34/0A,male,NA,3/20/00,33.5,43.3,NA,high,,,,
34/0A,male,NA,5/10/01,36,45.9,2215,high,,,,
34/0A,male,NA,6/28/01,37.6,47.1,NA,high,,,,
34/0A,male,NA,5/15/02,39.7,47.6,3078,high,,,,
34/0A,male,NA,5/15/03,41.1,48.5,3052,high,,,,
35C,male,NA,6/24/01,31,37.5,NA,high,,,,
35C,male,NA,5/17/02,30.7,37.8,1066,high,,,,
35C,male,NA,5/15/03,31,38.1,1005,high,,,,
35C,male,NA,5/14/05,31.5,38.2,NA,high,,,,
35C,male,NA,5/12/08,32,38.6,1185,high,,,,
35C,male,NA,5/19/11,32,39,961,high,,,,
35D,female,NA,5/19/16,20.8,26.8,305,high,,,,
35D,female,NA,5/14/17,21.5,28.1,410,high,,,,
35D,female,NA,5/17/19,24.3,30.4,525,high,,,,
35/9B,male,3.7,5/12/10,17,24.3,188,high,,,,
35/9B,male,4.7,5/16/11,19.7,28.3,283,high,,,,
35/9B,male,6.7,5/17/13,25.1,35.9,530,high,,,,
35/9B,male,8.7,5/19/15,29.5,40.5,1055,high,,,,
35/9B,male,9.7,5/17/16,32.4,42.9,1365,high,,,,
35/9B,male,9.8,6/23/16,32,43.2,1398,high,,,,
35/9B,male,9.9,9/8/16,33.7,43.1,1340,high,,,,
35/9B,male,10.7,5/14/17,34.5,45.2,1870,high,,,,
35/9B,male,11.9,9/2/18,38.8,49.1,2730,high,,,,
35/9B,male,12.7,5/16/19,38.4,49.7,NA,high,,,,
35/0A,female,NA,3/22/96,29.3,39.1,1028,high,,,,
35/0A,female,NA,3/20/00,31,40,1350,high,,,,
35/0A,female,NA,5/13/01,31.5,40.6,1350,high,,,,
35/0A,female,NA,5/17/02,32.1,39,1225,high,,,,
35/0A,female,NA,5/13/04,32.5,39.5,1265,high,,,,
36C,female,NA,5/19/16,20.7,NA,360,high,,,,
36D,female,NA,5/19/16,22.7,30.7,548,high,,,,
36D,female,NA,5/16/17,25,33.9,585,high,,,,
36/0A,male,NA,3/22/96,29.9,38.2,985,high,,,,
36/0A,male,NA,6/30/02,31.2,40.3,1130,high,,,,
37C,male,5.5,3/19/94,18.8,24.7,252,high,,,,
