animal_id,sex,age,date,svl,tail-length,body-mass,feeding,,,,
37C,male,6.5,3/18/95,19.5,26,305,high,,,,
37C,male,7.5,3/22/96,21.1,28.7,365,high,,,,
37C,male,9.5,3/11/98,24.4,32.5,660,high,,,,
37C,male,11.5,3/20/00,30.5,38.2,1160,high,,,,
37C,male,12.7,5/10/01,32.2,40.7,1410,high,,,,
37C,male,13.7,5/15/02,34.5,41.9,1528,high,,,,
37C,male,14.7,5/14/03,36,44,1938,high,,,,
37C,male,15.7,5/12/04,37.5,44.5,2361,high,,,,
37C,male,16.7,5/13/05,39.5,44.8,2591,high,,,,
37E,male,NA,5/17/17,NA,NA,880,high,,,,
38D,female,NA,6/30/02,23.4,30.8,490,high,,,,
38/0A,male,6.5,3/22/96,21.2,28.1,357,high,,,,
38/0A,male,12.8,6/21/02,26.1,33.5,693,high,,,,
39D,female,NA,5/19/16,21.4,30.6,425,high,,,,
39D,female,NA,5/18/19,25.2,34.3,652,high,,,,
39/0B,male,NA,5/15/02,26,35,734,high,,,,
40B,female,3.5,3/21/90,15.24,21.59,135,high,,,,
40B,female,13.5,3/23/00,22.5,29.3,384,high,,,,
40B,female,15.7,5/15/02,22.5,29.4,397,high,,,,
40B,female,17.7,5/16/04,22.9,29.9,387,high,,,,
40B,female,18.7,5/15/05,21,29.2,369,high,,,,
40B,female,22.7,5/18/09,24.5,31.6,659,high,,,,
40B,female,23.7,5/14/10,25.5,32,550,high,,,,
40B,female,29.7,5/19/16,26.7,33.5,590,high,,,,
40B,female,30.7,5/17/17,27,33.7,643,high,,,,
40/70A,male,NA,5/17/13,22.3,30,413,high,,,,
40/70A,female,NA,5/14/17,24,32.2,510,high,,,,
40/80A,male,NA,5/17/13,24,31.6,495,high,,,,
40/80A,male,NA,5/14/17,26.9,35.1,755,high,,,,
40/80A,male,NA,5/18/19,32.5,41.3,1389,high,,,,
40/80B,female,NA,5/17/15,23.3,32.4,520,high,,,,
40/80B,female,NA,5/18/16,25.3,34.3,702,high,,,,
40/80B,female,NA,9/2/16,23.5,34.1,610,high,,,,
40/80B,female,NA,5/17/19,28.5,38.1,1100,high,,,,
40/90A,female,3.7,5/17/13,15.4,22,112,high,,,,
40/90A,female,7.7,5/14/17,20.9,29,345,high,,,,
40/90A,female,9.7,5/17/19,25.1,33.7,593,high,,,,
40/0C,female,4.7,5/15/02,17.8,25.5,190,high,,,,
41B,male,NA,3/19/95,28,36.5,870,high,,,,
41B,male,NA,3/23/00,31,39.8,1306,high,,,,
41B,male,NA,5/13/01,32.5,40,1330,high,,,,
41C,female,8.5,3/21/92,23.18,31.75,492,high,,,,
41C,female,14.5,3/11/98,26.3,35.3,750,high,,,,
41C,female,17.7,5/10/01,27.2,35.6,745,high,,,,
41C,female,18.7,5/15/02,28.2,36.1,825,high,,,,
41C,female,19.7,5/14/03,28.3,36.6,869,high,,,,
41C,female,20.7,5/16/04,28.2,36.9,735,high,,,,
41C,female,21.7,5/15/05,27.8,36.2,815,high,,,,
41C,female,24.7,5/11/08,28.5,36.1,710,high,,,,
41C,female,26.7,5/14/10,28.5,36.6,805,high,,,,
41C,female,29.7,5/22/13,29.1,36.9,920,high,,,,
41C,female,32.7,5/19/16,29.5,37,915,high,,,,
41C,female,34.9,9/3/18,28.3,37.1,715,high,,,,
41D,male,1.8,6/25/01,12.4,16.9,NA,high,,,,
41E,male,NA,6/1/18,27.5,37,890,high,,,,
41/7A,female,5.7,5/16/04,19.5,NA,320,high,,,,
41/7B,male,NA,5/12/04,35,43.4,1421,high,,,,
41/7B,male,NA,5/12/08,36,44.7,NA,high,,,,
41/9A,female,5.7,5/12/04,18.5,26.8,202,high,,,,
41/9B,male,5.7,5/13/04,18.2,25.5,256,high,,,,
41/9B,male,9.7,5/11/08,25.3,33.1,544,high,,,,
41/9B,male,10.7,5/18/09,26,32.4,686,high,,,,
41/9B,male,11.7,5/12/10,27.5,34.2,766,high,,,,
41/9B,male,14.7,5/16/13,33.1,40.5,1450,high,,,,
41/9B,male,16.7,5/18/15,36.5,43.1,2105,high,,,,
41/9B,male,17.7,5/19/16,38.2,45,2186,high,,,,
41/9B,male,18.7,5/14/17,40.6,46.5,2375,high,,,,
41/9B,male,19.9,9/2/18,41.5,46.7,3130,high,,,,
41/9B,male,20.7,5/18/19,41.7,47.2,3233,high,,,,
41/0B,male,NA,5/16/02,23,31,425,high,,,,
42C,male,NA,3/23/00,31,40,1140,high,,,,
42C,male,NA,5/15/02,31.5,39.9,1100,high,,,,
42D,male,NA,5/19/15,24.9,33,528,high,,,,
42D,male,NA,5/19/16,25.7,34,653,high,,,,
42D,male,NA,5/23/19,30.8,40.2,1225,high,,,,
42E,female,NA,5/19/16,23.6,32,602,high,,,,
42/8A,male,2.7,5/13/04,14.8,19.6,112,high,,,,
42/8A,male,6.7,5/11/08,23.5,31.1,532,high,,,,
42/8A,male,7.7,5/18/09,27,34.9,855,high,,,,
42/8A,male,8.7,5/12/10,29.6,NA,1097,high,,,,
42/8A,male,9.7,5/16/11,33,42.6,1520,high,,,,
42/8A,male,11.7,5/16/13,37,45.9,2455,high,,,,
42/8A,male,13.7,5/17/15,41.5,49.5,3543,high,,,,
42/8A,male,14.7,5/22/16,43.3,51.4,3865,high,,,,
42/8A,male,15.7,5/17/17,43.3,50.9,4132,high,,,,
42/8B,female,NA,5/13/05,20.7,28.2,352,high,,,,
42/8B,female,NA,5/11/08,24.5,33.1,640,high,,,,
42/8B,female,NA,5/18/13,28,35.7,930,high,,,,
42/8B,female,NA,5/17/15,29,36.3,925,high,,,,
42/8B,female,NA,5/18/16,29,36.1,910,high,,,,
42/8B,female,NA,6/1/18,29.2,36.5,1055,high,,,,
42/8B,female,NA,9/2/18,29.4,36.2,1085,high,,,,
42/9B,female,7.7,5/15/05,23,30.9,498,high,,,,
42/9B,male,18.7,5/20/16,27.1,34.8,694,high,,,,
42/0A,male,5.5,3/11/98,18.3,NA,270,high,,,,
42/0A,male,7.5,3/20/10,24,NA,565,high,,,,
42/0A,male,8.7,5/9/01,26.5,NA,800,high,,,,
42/0A,male,9.7,5/15/02,29.5,NA,1075,high,,,,
42/0A,male,10.7,5/15/03,30.7,NA,1418,high,,,,
42/0A,male,11.7,5/12/04,33.4,NA,1464,high,,,,
43A,male,2.5,3/19/94,14,18.5,106,high,,,,
43A,male,9.8,6/17/01,26,33.8,NA,high,,,,
43A,male,10.7,5/16/02,26,34.5,670,high,,,,
43A,male,16.7,5/12/08,30.2,37.5,970,high,,,,
43A,male,18.7,5/14/10,30.3,38.6,1140,high,,,,
43A,male,21.7,5/21/13,32.1,39.5,1145,high,,,,
43A,male,23.7,5/18/15,32,39.1,1145,high,,,,
43A,male,24.7,5/18/16,32.4,39.1,1160,high,,,,
43A,male,25.7,5/16/17,32.5,39.5,1250,high,,,,
43A,male,26.9,9/2/18,32.8,39,1495,high,,,,
43A,male,NA,5/18/19,NA,NA,NA,high,,,,
43B,female,NA,5/16/02,27.3,34.8,820,high,,,,
43B,female,NA,5/11/04,28.1,35.3,709,high,,,,
43B,female,NA,5/13/05,28.1,35.4,805,high,,,,
43B,female,NA,5/18/09,28.6,36.5,942,high,,,,
43B,female,NA,5/17/13,29,36.4,850,high,,,,
43B,female,NA,5/19/16,28,36.1,665,high,,,,
44B,female,NA,3/21/92,26.04,34.29,781,high,,,,
44B,female,NA,3/21/96,28.5,37.1,920,high,,,,
44B,female,NA,3/23/00,29.5,37.8,1002,high,,,,
44B,female,NA,5/10/01,28,37.6,985,high,,,,
44B,female,NA,5/16/02,29.3,38,1001,high,,,,
44B,female,NA,5/14/04,30,39.2,935,high,,,,
44B,female,NA,5/14/05,NA,NA,NA,high,,,,
44D,male,NA,5/16/04,31.9,42.1,965,high,,,,
44D,male,NA,5/12/08,32.1,42,973,high,,,,
44E,female,NA,5/19/16,24.3,32.8,570,high,,,,
44E,female,NA,5/14/17,24.5,33.5,550,high,,,,
44/0A,female,4.5,3/11/98,17.6,24.3,225,high,,,,
44/0A,female,6.5,3/19/00,22.5,30.5,450,high,,,,
44/0A,female,7.7,5/9/01,24.2,34.5,620,high,,,,
44/0A,female,8.7,5/15/02,25,34.5,577,high,,,,
44/0A,female,10.7,5/12/04,27,36.5,737,high,,,,
44/0A,female,11.3,1/7/05,27,36.8,660,high,,,,
44/0B,male,NA,5/16/02,32.5,42.2,1320,high,,,,
44/0B,male,NA,5/15/03,33.7,41.6,1330,high,,,,
44/0B,male,NA,5/11/04,35,42.2,1636,high,,,,
45C,male,NA,6/25/01,20.1,27.2,NA,high,,,,
45C,male,NA,5/15/02,20,28.8,315,high,,,,
45C,male,NA,5/15/03,22.3,31.3,460,high,,,,
45C,male,NA,5/12/08,36,44.5,1725,high,,,,
45C,male,NA,5/14/10,39.8,49.9,2527,high,,,,
45D,female,NA,5/20/16,26.7,37,840,high,,,,
45D,female,NA,5/18/19,29.1,38.9,1028,high,,,,
45/0A,female,6.5,3/11/98,20.5,28.6,310,high,,,,
45/0A,female,8.5,3/20/00,22.2,30,455,high,,,,
45/0A,female,9.7,5/10/01,23.5,33.2,565,high,,,,
45/0A,female,10.7,5/15/02,25.2,35.4,640,high,,,,
45/0A,female,12.7,5/12/04,30,39.1,960,high,,,,
45/0A,female,13.7,5/13/05,29.1,39.3,1135,high,,,,
45/0A,female,16.7,5/12/08,31,38.9,1087,high,,,,
45/0A,female,17.7,5/18/09,31.8,39.5,1143,high,,,,
45/0A,female,18.7,5/12/10,30.9,39.5,835,high,,,,
45/0A,female,19.7,5/17/11,31.7,39.7,998,high,,,,
45/0A,female,21.7,5/17/13,31,40,934,high,,,,
45/0A,female,24.7,5/19/16,31.2,39,900,high,,,,
45/0A,female,25.7,5/16/17,31,39.5,835,high,,,,
45/0B,male,NA,5/16/02,22.5,30.7,470,high,,,,
46B,female,NA,3/21/92,25.4,34.3,655,high,,,,
46B,female,NA,6/26/01,27.8,36.5,NA,high,,,,
46E,female,NA,5/20/16,27,32.8,840,high,,,,
47D,female,0.3,1/7/05,9.8,15.1,42,high,,,,
48B,male,7.5,3/19/94,21.5,29,380,high,,,,
48B,male,11.5,3/13/98,25.8,34.9,680,high,,,,
48B,male,14.7,5/14/01,28.2,37.9,850,high,,,,
48B,male,15.7,5/15/02,28.5,39,911,high,,,,
48B,male,15.8,6/30/02,29.7,38.8,1013,high,,,,
48B,male,16.7,5/15/03,32,41,1232,high,,,,
48B,male,17.7,5/12/04,34,42.1,1408,high,,,,
48C,male,NA,6/26/01,23.9,31.2,NA,high,,,,
48C,male,NA,5/17/02,24,31.4,465,high,,,,
48C,male,NA,5/19/03,24,32,565,high,,,,
48D,female,NA,5/20/16,22.9,29.6,495,high,,,,
48E,male,0.7,6/1/18,9.7,15.8,42,high,,,,
48/0A,female,6.5,3/13/98,20.2,28,320,high,,,,
48/0A,female,9.7,5/13/01,22.2,29.5,400,high,,,,
48/0A,female,11.7,5/15/03,23,30,378,high,,,,
48/0A,female,12.7,5/12/04,23.2,29.7,453,high,,,,
48/0A,female,13.3,1/7/05,23.2,30,435,high,,,,
48/0B,male,NA,5/16/02,26.1,34.3,634,high,,,,
48/0B,male,NA,5/13/08,29.6,36.1,885,high,,,,
49B,male,NA,3/19/95,27.5,36.8,810,high,,,,
49B,male,NA,6/22/01,28,37.6,NA,high,,,,
49C,female,2.7,5/20/16,14.8,20.9,130,high,,,,
49D,male,NA,6/1/18,26.2,34.5,715,high,,,,
49D,male,NA,9/2/18,28.3,36,815,high,,,,
49/0A,male,NA,3/19/00,25.6,NA,650,high,,,,
49/0A,male,NA,5/10/01,25.5,NA,635,high,,,,
49/0A,male,NA,5/15/02,27.2,NA,650,high,,,,
49/0A,male,NA,5/17/03,27.1,NA,827,high,,,,
49/0A,male,NA,5/12/04,28.5,NA,810,high,,,,
49/0A,male,NA,5/14/05,28.5,NA,855,high,,,,
49/0A,male,NA,5/13/08,31,NA,1075,high,,,,
49/0A,male,NA,4/1/10,30.4,NA,1150,high,,,,
49/0A,male,NA,5/18/13,31.8,NA,1168,high,,,,
49/0A,male,NA,5/17/15,32.9,NA,1224,high,,,,
49/0A,male,NA,5/19/16,33.5,NA,NA,high,,,,
49/0B,female,9.7,5/12/01,24.4,33,590,high,,,,
49/0B,female,10.8,6/30/02,24.4,32.8,410,high,,,,
49/0C,male,NA,6/27/02,28.2,38,880,high,,,,
49/0C,male,NA,5/17/03,27.8,38,685,high,,,,
50B,male,6.5,3/21/92,20.32,27.94,345,high,,,,
50/60A,male,NA,5/18/13,30.3,39.3,995,high,,,,
50/60B,female,NA,5/17/15,26.2,35.2,685,high,,,,
50/60B,female,NA,5/19/16,28.1,36.8,890,high,,,,
50/60B,female,NA,5/16/17,28,37.2,740,high,,,,
50/90A,male,2.7,5/18/13,14.7,21.2,135,high,,,,
50/90A,male,4.7,5/18/15,17.9,25.7,228,high,,,,
50/90A,male,5.7,5/19/16,20.2,29.4,350,high,,,,
50/90A,male,6.7,5/14/17,22.2,31,445,high,,,,
50/90A,male,8.7,5/17/19,28.5,39,970,high,,,,
50/0B,male,NA,5/12/01,27,35.8,750,high,,,,
51D,male,NA,6/26/01,20.1,26,NA,high,,,,
51D,female,NA,5/16/02,20,26.4,249,high,,,,
51E,male,NA,7/1/02,33,NA,1220,high,,,,
51/9B,female,NA,5/14/04,26.1,31,555,high,,,,
51/0A,male,NA,3/19/00,30.5,40.2,1275,high,,,,
51/0A,male,NA,5/10/01,31,40.5,1195,high,,,,
52D,female,NA,6/1/18,24.5,34.1,930,high,,,,
52/6A,female,4.7,5/11/08,20.1,28.7,325,high,,,,
52/6A,female,5.7,5/18/09,23.5,31.8,537,high,,,,
52/6A,female,6.7,5/12/10,26.9,34.3,545,high,,,,
52/6A,female,7.7,5/16/11,27.5,36.8,930,high,,,,
52/6A,female,9.7,5/16/13,29.8,38.2,1125,high,,,,
52/6A,female,11.7,5/17/15,29.1,38,913,high,,,,
52/6A,female,12.7,5/19/16,29.5,38.6,895,high,,,,
52/6A,female,12.8,6/23/16,29.8,38.2,870,high,,,,
52/6A,female,13.7,5/14/17,30.5,38,1051,high,,,,
52/6A,female,15.7,5/16/19,30.3,37.9,1132,high,,,,
52/6B,male,NA,5/16/13,28,33.7,630,high,,,,
52/6B,male,NA,5/17/15,30.2,36.1,924,high,,,,
52/6B,male,NA,5/19/16,30.2,36.4,910,high,,,,
52/6B,male,NA,5/14/17,31.4,36.8,1110,high,,,,
52/6B,male,NA,5/18/19,32.5,38.5,1620,high,,,,
52/8A,male,1.7,5/13/04,11.9,16.7,60,high,,,,
52/8A,male,5.7,5/11/08,20.1,28.8,320,high,,,,
52/8A,male,6.7,5/18/09,22.8,32,495,high,,,,
52/8A,male,7.7,5/12/10,24.8,35,615,high,,,,
52/8A,male,8.7,5/17/11,27,37.6,762,high,,,,
52/8A,male,10.7,5/18/13,31.1,42.8,1285,high,,,,
52/8A,male,12.7,5/17/15,36.5,46.7,1995,high,,,,
52/8A,male,13.7,5/19/16,38,48.5,2670,high,,,,
52/8A,male,14.7,5/17/17,41.8,49.2,3290,high,,,,
52/8B,female,NA,5/17/13,25.5,34.6,650,high,,,,
52/8B,female,NA,5/17/15,26.5,35.3,612,high,,,,
52/8B,female,NA,5/20/16,26.1,36.1,750,high,,,,
52/8B,female,NA,5/14/17,27.4,36.2,760,high,,,,
52/8B,female,NA,5/18/19,29,37,1040,high,,,,
52/9A,male,NA,5/13/04,27.5,35,670,high,,,,
52/9A,male,NA,5/19/11,29,36.7,730,high,,,,
52/9A,male,NA,5/20/16,28.3,36.6,660,high,,,,
52/9B,female,NA,5/17/13,22.6,30.8,443,high,,,,
52/9B,female,NA,5/18/16,26.1,34.2,730,high,,,,
52/9B,female,NA,5/14/17,28.1,36.4,985,high,,,,
52/9B,female,NA,5/18/19,30.5,38,1197,high,,,,
52/0A,male,NA,3/19/00,33,41.5,1450,high,,,,
52/0A,male,NA,5/10/01,34.5,42.6,1510,high,,,,
52/0A,male,NA,5/16/02,36,43.2,1880,high,,,,
52/0A,male,NA,5/14/03,37.8,43,2310,high,,,,
52/0B,female,NA,5/14/01,27.2,37.8,750,high,,,,
52/0B,female,NA,5/16/02,28,37.7,865,high,,,,
52/0B,female,NA,5/19/03,28.2,38,875,high,,,,
52/0B,female,NA,5/16/04,28.4,38.9,785,high,,,,
52/0B,female,NA,5/15/05,29.4,38.7,878,high,,,,
52/0B,female,NA,4/2/10,29,39,1665,high,,,,
52/0B,female,NA,5/21/13,29.1,39.4,695,high,,,,
53C,male,NA,3/19/95,25.3,32.9,580,high,,,,
53C,male,NA,3/22/96,25.7,33,580,high,,,,
53C,male,NA,3/23/00,28,34.8,880,high,,,,
53C,male,NA,5/10/01,27,35.5,730,high,,,,
53C,male,NA,6/21/02,27.5,34.8,845,high,,,,
53E,male,NA,9/3/18,31.8,41.1,1520,high,,,,
53/0A,male,3.5,3/19/00,16,22.6,185,high,,,,
53/0A,male,4.7,5/9/01,19.6,28,350,high,,,,
53/0A,male,4.8,7/2/01,20.2,30.1,NA,high,,,,
53/0A,male,5.7,5/15/02,22,32.2,455,high,,,,
53/0A,male,5.8,7/7/02,23.2,33.2,510,high,,,,
53/0A,male,7.7,5/12/04,27.3,37.8,773,high,,,,
53/0A,male,8.7,5/13/05,29.1,40.1,1028,high,,,,
53/0A,male,11.7,5/11/08,37.2,45.8,2088,high,,,,
53/0A,male,13.7,5/13/10,40.3,49.3,2755,high,,,,
53/0B,female,NA,5/14/01,26.8,35.5,685,high,,,,
53/0B,female,NA,5/16/04,27.4,35.8,745,high,,,,
54D,male,NA,6/26/01,21.2,27.9,NA,high,,,,
54D,male,NA,7/11/02,21,28.3,375,high,,,,
54D,male,NA,5/21/13,28.2,34,763,high,,,,
54D,male,NA,5/22/15,29.2,34.4,964,high,,,,
54/7A,male,NA,5/14/04,27,34.9,540,high,,,,
54/7A,male,NA,5/19/15,32.1,40,1300,high,,,,
54/7A,male,NA,5/20/16,32.8,40.2,1258,high,,,,
54/7A,male,NA,5/14/17,33.5,40.2,1273,high,,,,
54/7B,female,NA,5/16/05,28,36.5,805,high,,,,
54/7B,female,NA,5/13/10,28.7,NA,680,high,,,,
54/7B,female,NA,5/17/11,29,NA,630,high,,,,
54/7B,female,NA,5/21/13,28.5,NA,651,high,,,,
54/7B,female,NA,5/20/16,29,NA,660,high,,,,
54/8A,male,8.7,5/15/04,22.8,31.2,442,high,,,,
54/8A,male,9.7,5/14/05,23.5,32.5,515,high,,,,
54/8B,female,5.7,5/16/05,17.8,25,123,high,,,,
54/8B,female,8.7,5/11/08,23.7,33.2,485,high,,,,
54/8B,female,10.7,5/12/10,25.7,35.7,622,high,,,,
54/8B,female,11.7,5/17/11,26,35.5,600,high,,,,
54/8B,female,13.7,5/18/13,27.5,37,805,high,,,,
54/8B,female,15.7,5/18/15,27.9,37.8,830,high,,,,
54/8B,female,16.7,5/20/16,27.8,37.5,890,high,,,,
54/8B,female,19.7,5/18/19,29.3,37.6,890,high,,,,
54/0B,female,NA,5/13/01,27,35.1,715,high,,,,
56E,female,NA,5/20/16,26.2,34.4,705,high,,,,
56/0A,male,3.5,3/19/00,16.7,22.7,215,high,,,,
56/0A,male,4.7,5/10/01,18.6,25,260,high,,,,
56/0A,male,5.7,5/15/02,20.6,28,339,high,,,,
56/0A,male,6.7,5/19/03,23.2,31.5,624,high,,,,
56/0A,male,7.7,5/12/04,25.2,33.3,585,high,,,,
56/0A,male,12.7,5/18/09,32.2,40.5,1323,high,,,,
56/0A,male,13.7,5/14/10,33,41,1457,high,,,,
56/0A,male,16.7,5/17/13,36.9,44.8,2070,high,,,,
56/0B,female,NA,5/14/01,29.5,38.3,1000,high,,,,
56/0B,female,NA,5/13/04,30.2,38.7,845,high,,,,
57B,female,NA,3/19/94,28.5,38,875,high,,,,
57B,female,NA,3/21/96,28.5,39.2,880,high,,,,
57B,female,NA,3/20/00,28.3,38.2,857,high,,,,
57B,female,NA,6/23/01,29.2,39.5,NA,high,,,,
57B,female,NA,5/15/02,28.8,39.5,852,high,,,,
57B,female,NA,5/19/03,28.5,38.8,700,high,,,,
57D,female,NA,6/1/18,27.1,36.5,895,high,,,,
57D,female,NA,9/3/18,26.8,36.5,845,high,,,,
57/0A,female,5.5,3/19/00,18.5,25,290,high,,,,
57/0A,female,6.7,5/9/01,20,27.7,370,high,,,,
57/0A,female,7.7,5/16/02,22,29.5,422,high,,,,
57/0A,female,8.7,5/15/03,24.1,31.6,590,high,,,,
57/0A,female,9.7,5/14/04,23,31.8,455,high,,,,
57/0A,female,10.7,5/14/05,24.2,32.9,537,high,,,,
57/0A,female,13.7,5/12/08,25.1,33.7,770,high,,,,
57/0A,female,16.7,5/17/11,26.9,34.6,620,high,,,,
57/0A,female,18.7,5/18/13,26.3,34.5,579,high,,,,
57/0A,female,20.7,5/18/15,27.2,35,660,high,,,,
57/0A,female,21.7,5/19/16,27.3,34.8,775,high,,,,
57/0B,male,NA,5/13/01,26.3,33.5,640,high,,,,
57/0B,male,NA,5/21/13,28.9,36,675,high,,,,
57/0B,male,NA,5/23/19,28.3,35.9,660,high,,,,
58B,male,NA,3/19/95,29.3,39.5,1057,high,,,,
58B,male,NA,5/10/01,33,41.8,1400,high,,,,
58B,male,NA,5/16/02,32.7,42.5,1425,high,,,,
58B,male,NA,5/16/04,33.7,43.2,1480,high,,,,
58C,female,NA,3/19/94,25.5,33.9,620,high,,,,
58C,female,NA,3/22/96,26.1,34.2,620,high,,,,
58C,female,NA,3/11/98,27.2,35.4,750,high,,,,
58C,female,NA,3/20/00,28.5,37,810,high,,,,
58C,female,NA,5/10/01,29.5,38.2,1040,high,,,,
58C,female,NA,7/1/01,29.5,NA,NA,high,,,,
58C,female,NA,5/15/02,30,38.5,963,high,,,,
58C,female,NA,5/15/03,31.5,38.9,1175,high,,,,
58C,female,NA,5/12/04,30.6,39.2,973,high,,,,
58C,female,NA,5/14/05,32,39.3,1238,high,,,,
58C,female,NA,5/12/08,32.3,39.7,1185,high,,,,
58C,female,NA,5/18/09,31.7,38.4,1110,high,,,,
58C,female,NA,5/17/13,31.9,39.8,1015,high,,,,
58E,male,NA,9/3/18,27.2,37.1,850,high,,,,
58/0B,female,7.7,5/14/01,21.2,29.1,360,high,,,,
58/0B,female,9.7,5/19/03,22.5,30.4,500,high,,,,
58/0B,female,11.7,5/15/05,23.5,31.5,487,high,,,,
58/0B,female,14.7,5/12/08,25.5,33.4,595,high,,,,
59E,female,NA,6/25/02,26.7,NA,595,high,,,,
59F,female,NA,5/17/17,24.4,33.5,625,high,,,,
59/0B,female,NA,5/14/01,24.5,30.6,550,high,,,,
61D,female,NA,5/20/16,27.8,36.5,840,high,,,,
61E,male,NA,5/17/19,23,31.3,485,high,,,,
61F,male,NA,5/17/19,21.5,29.5,390,high,,,,
61/6B,female,NA,5/16/05,26.5,35.1,674,high,,,,
61/6B,female,NA,5/19/16,28.5,36.6,703,high,,,,
61/6B,female,NA,6/25/16,28,36.8,670,high,,,,
61/6B,female,NA,9/2/16,27.5,NA,675,high,,,,
61/6B,female,NA,5/14/17,28,NA,632,high,,,,
61/6B,female,NA,9/2/18,27.9,NA,735,high,,,,
61/6B,female,NA,5/18/19,28.3,NA,755,high,,,,
61/7B,female,NA,5/11/08,30.6,40.1,1110,high,,,,
61/7B,male,NA,5/18/09,31.4,41.8,1250,high,,,,
61/7B,male,NA,5/13/10,32.8,42.2,1340,high,,,,
61/8A,male,1.7,5/16/04,13.3,15.7,100,high,,,,
61/8B,female,NA,5/11/08,23.1,31.4,450,high,,,,
61/8B,female,NA,5/12/10,26.8,35.8,700,high,,,,
61/8B,female,NA,5/16/11,28.3,37.7,830,high,,,,
61/8B,female,NA,5/16/13,28.7,38.3,835,high,,,,
61/8B,female,NA,5/20/16,29.3,38.5,758,high,,,,
61/0C,female,NA,6/30/02,24.3,31.3,545,high,,,,
62/0A,female,6.5,3/20/00,20,28,345,high,,,,
62/0A,female,7.7,5/10/01,22.2,31,460,high,,,,
62/0A,female,8.7,5/15/02,23.5,33.1,554,high,,,,
62/0A,female,9.7,5/17/03,25.2,33.9,650,high,,,,
62/0A,female,10.7,5/12/04,25.1,34.1,548,high,,,,
62/0A,female,11.7,5/14/05,25.5,35.4,755,high,,,,
62/0A,female,16.7,5/14/10,28.5,37.4,742,high,,,,
62/0A,female,19.7,5/17/13,28.5,37.2,810,high,,,,
62/0A,female,21.7,5/22/15,29.7,37.7,915,high,,,,
63D,female,NA,5/20/16,26.5,36,775,high,,,,
63/8A,male,4.7,5/16/04,17,22.6,195,high,,,,
63/8A,male,8.7,5/12/08,22.7,29.9,445,high,,,,
63/8A,male,10.7,5/13/10,25.2,33.1,601,high,,,,
63/8A,male,11.7,5/17/11,27,34.8,638,high,,,,
63/8A,male,13.7,5/18/13,29.3,38,900,high,,,,
63/8B,male,3.7,5/11/08,16.6,23.5,164,high,,,,
63/8B,male,5.7,5/14/10,20,28.4,335,high,,,,
63/8B,male,8.7,5/17/13,26.4,36.2,704,high,,,,
63/8B,male,10.7,5/22/15,29.4,40,1033,high,,,,
63/8B,male,12.7,5/17/17,31.5,42.3,1120,high,,,,
63/8B,male,14.7,5/18/19,36.7,45.3,2135,high,,,,
63/0A,male,NA,3/20/00,26,35.5,740,high,,,,
63/0A,male,NA,5/10/01,27.1,35.8,685,high,,,,
63/0A,male,NA,5/15/02,27.5,36.2,740,high,,,,
63/0A,male,NA,5/17/03,29,39,1118,high,,,,
63/0A,male,NA,5/13/05,31.1,40.1,1213,high,,,,
63/0A,male,NA,5/11/08,32.2,39.7,969,high,,,,
63/0A,male,NA,5/19/09,30.6,40.4,1000,high,,,,
63/0A,male,NA,5/14/10,32,40.5,1247,high,,,,
64B,female,7.5,3/20/88,21.59,31.12,445,high,,,,
64B,female,19.5,3/20/00,30.5,42,1070,high,,,,
64B,female,20.7,5/13/01,31.7,41.1,1040,high,,,,
64B,female,21.7,5/16/02,32.5,41.9,925,high,,,,
64B,female,24.7,5/13/05,32,41.8,1115,high,,,,
64B,female,27.7,5/16/08,31.2,41.9,940,high,,,,
64/5A,male,7.5,3/19/95,23.7,31.5,500,high,,,,
64/5A,male,10.5,3/11/98,26.1,35.5,740,high,,,,
64/5A,male,13.7,5/10/01,28.8,36.6,865,high,,,,
64/5A,male,14.7,5/15/02,28.5,38.1,1020,high,,,,
64/5A,male,15.7,5/15/03,29.7,38.4,905,high,,,,
64/5A,male,16.7,5/12/04,30,39.1,916,high,,,,
64/5A,male,17.7,5/13/05,31,40.1,1235,high,,,,
64/5A,male,21.7,5/19/09,37.1,46,2208,high,,,,
64/6B,female,NA,5/13/05,25.3,35,675,high,,,,
64/6B,female,NA,5/17/15,30.4,39.3,1017,high,,,,
64/6B,female,NA,5/20/16,30.3,39.5,1045,high,,,,
64/6B,female,NA,5/17/17,29.7,39.8,885,high,,,,
64/6B,female,NA,9/2/18,29.7,39.7,915,high,,,,
64/8B,female,2.7,5/11/08,15.2,21.2,135,high,,,,
64/8B,female,3.7,5/18/09,16.9,23.6,195,high,,,,
64/8B,female,4.7,5/12/10,18.3,26,NA,high,,,,
64/8B,female,5.7,5/17/11,21.2,30,430,high,,,,
64/8B,female,7.7,5/16/13,24,33.9,600,high,,,,
64/8B,female,9.7,5/17/15,28.2,37.1,905,high,,,,
64/8B,female,10.7,5/19/16,29.5,38,1020,high,,,,
64/8B,female,10.8,6/25/16,29.7,38,1020,high,,,,
64/8B,female,11.7,5/14/17,29.8,38.3,1040,high,,,,
64/9A,male,4.7,5/16/04,17.9,25.1,253,high,,,,
64/9C,female,1.7,5/16/04,13.9,18.1,105,high,,,,
64/9C,female,13.7,5/22/16,24.6,32.5,582,high,,,,
64/0A,male,4.5,3/20/00,16.5,22,165,high,,,,
